average_offensiveness,created_on,hateful_meaning,is_about_class,is_about_disability,is_about_ethnicity,is_about_gender,is_about_nationality,is_about_religion,is_about_sexual_orientation,is_unambiguous,is_unambiguous_in,language,nonhateful_meaning,number_of_sightings,number_of_sightings_this_month,number_of_sightings_this_year,plural_of,term,transliteration_of,updated_on,variant_of,vocabulary_id
,2018-11-01 20:38:46,"A black person, particularly a black woman, from the Ubangi people of Africa",False,False,True,False,False,False,False,False,,eng,,0,0,0,Ubangee,Ubangees,,2018-11-01 20:38:46,,YrmkPjykF
,2018-11-01 20:38:46,"A black person, particularly a black woman, from the Ubangi people of Africa",False,False,True,False,False,False,False,False,,eng,,8,2,8,Ubangi,Ubangis,,2018-11-01 20:38:46,,TxcyMB6Ct
,2018-11-01 20:38:45,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,False,True,False,False,False,False,False,,eng,,0,0,0,tyncar,tyncars,,2018-11-01 20:38:45,,AcbVMPsHB
,2018-11-01 20:38:45,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,False,True,False,False,False,False,False,,eng,,0,0,0,tynekere,tynekeres,,2018-11-01 20:38:45,,BgArqqEGs
,2018-11-01 20:38:45,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,False,True,False,False,False,False,False,,eng,,0,0,0,tynkard,tynkards,,2018-11-01 20:38:45,,MNTzAWQJJ
,2018-11-01 20:38:45,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,False,True,False,False,False,False,False,,eng,,0,0,0,tynkare,tynkares,,2018-11-01 20:38:45,,WWaAZNLqi
,2018-11-01 20:38:45,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,False,True,False,False,False,False,False,,eng,,0,0,0,tynkere,tynkeres,,2018-11-01 20:38:45,,VFaKdEPFe
,2018-11-01 20:38:44,A Native American person,False,False,True,False,False,False,False,True,,eng,,4,0,1,tree nigger,tree niggers,,2018-11-01 20:38:44,,xMvg2UkAs
,2018-11-01 20:38:44,"A Vietnamese person, from the tunnels dug by the Viet Cong to elude pursuit during the Vietnam war.",False,False,True,False,True,False,False,False,,eng,,0,0,0,tunnel digger,tunnel diggers,,2018-11-01 20:38:44,,jtRpFtB86
25.0,2018-11-01 20:38:44,"An idiot or offensive person, generally male, who is being compared to female genitalia",False,False,False,True,False,False,False,False,,eng,,495,29,372,twat,twats,,2018-11-01 20:38:44,,JvTUWKoCQ
,2018-11-01 20:38:44,"[1] A European American, with little or no social or blood links to any tribe, who claims to be an American Indian (Native American). [2] An Asian American who has become completely integrated into White American, or mainstream American culture.",False,False,True,False,False,False,False,False,,eng,A dessert snack,0,0,0,Twinkie,Twinkies,,2018-11-01 20:38:44,,kebKGExdt
,2018-11-01 20:38:43,"An Arab, Indian Sikh or other individual of Middle Eastern or South Asian descent wearing traditional headdress such as turbans or keffiyehs. Sometimes used generically for all Islamic nations.",False,False,True,False,False,False,False,True,,eng,,292,23,201,towel head,towel heads,,2018-11-01 20:38:43,,GuYiHDLgo
,2018-11-01 20:38:43,Plural of 'tranny',False,False,False,True,False,False,False,True,,eng,,268,16,212,tranny,trannies,,2018-11-01 20:38:43,,ZxmhaszCv
25.0,2018-11-01 20:38:43,"Used by poor rural people to denote those of lower status than themselves, particularly those who commit incest (jumping the family tree).",True,False,False,False,False,False,False,False,,eng,,19,0,17,tree jumper,tree jumpers,,2018-11-01 20:38:43,,a78cihvkq
25.0,2018-11-01 20:38:42,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,False,True,False,False,False,False,False,,eng,,0,0,0,tinkar,tinkars,,2018-11-01 20:38:42,,eTvLWJTPU
,2018-11-01 20:38:42,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,False,True,False,False,False,False,False,,eng,,1,0,1,tinkere,tinkeres,,2018-11-01 20:38:42,,GFRZbZAkx
75.0,2018-11-01 20:38:42,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,False,True,False,False,False,False,False,,eng,To experiment or attempt to fix,0,0,0,tinker,tinkers,,2018-11-01 20:38:42,,KGHQVnkGq
,2018-11-01 20:38:42,"German slang for a British person, particular a soldier.",False,False,False,False,True,False,False,False,,eng,A person's name,0,0,0,Tommy,Tommies,,2018-11-01 20:38:42,,GmXWmbhfi
,2018-11-01 20:38:41,A Tamil.,False,False,True,False,False,False,False,False,,eng,A predatory cat,0,0,0,tiger,tigers,,2018-11-01 20:38:41,,AsYLiQYqv
,2018-11-01 20:38:41,A Native American.,False,False,True,False,False,False,False,True,,eng,,0,0,0,timber nigger,timber niggers,,2018-11-01 20:38:41,,MrfsxZVBM
100.0,2018-11-01 20:38:41,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,False,True,False,False,False,False,False,,eng,,0,0,0,tincker,tinckers,,2018-11-01 20:38:41,,rWCNKZbKQ
,2018-11-01 20:38:41,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,False,True,False,False,False,False,False,,eng,,0,0,0,tinkard,tinkards,,2018-11-01 20:38:41,,FpHunEZVH
,2018-11-01 20:38:40,A black person. [19th century],False,False,True,False,False,False,False,False,,eng,A vessel for steeping tea,0,0,0,teapot,teapots,,2018-11-01 20:38:40,,PeQUEPzXm
,2018-11-01 20:38:40,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,False,True,False,False,False,False,False,,eng,,2,0,0,tenker,tenkers,,2018-11-01 20:38:40,,ezQwuddeo
70.0,2018-11-01 20:38:39,Abbreviation of the term 'retard',False,True,False,False,False,False,False,False,,eng,,75,1,46,,tard,,2018-11-01 20:38:39,retard,zmapznzWe
97.0,2018-11-01 20:38:39,Abbreviation of the term 'retarded',False,True,False,False,False,False,False,False,,eng,,519,27,390,,tarded,,2018-11-01 20:38:39,retarded,KhhcHgfdo
50.0,2018-11-01 20:38:39,Abbreviation of the term 'retard',False,True,False,False,False,False,False,False,,eng,,328,21,246,tard,tards,,2018-11-01 20:38:39,,aXVDRGiHE
,2018-11-01 20:38:39,"Pejorative reference to a conservative, right-wing and/or Republican person, particularly a member or advocate of the Tea Party movement. Originally used by the movement itself, until pejorative meaning developed.",False,False,False,False,False,False,False,False,,eng,,0,0,0,teabagger,teabaggers,,2018-11-01 20:38:39,,JgXswYMLe
,2018-11-01 20:38:38,A black person.,False,False,True,False,False,False,False,False,,eng,A darkening of skin pigmentation due to exposure to the sun,0,0,0,suntan,suntans,,2018-11-01 20:38:38,,gzzTQszrG
,2018-11-01 20:38:38,An Hispanic person,False,False,True,False,False,False,False,True,,eng,,0,0,0,taco nigger,taco niggers,,2018-11-01 20:38:38,,bPnWdfTou
,2018-11-01 20:38:38,"A Welsh person. First used ca. 17th century. From the River Taff or the Welsh pronunciation of the name David (in Welsh, Dafydd). Children's rhyme: 'Taffy was a Welshman, Taffy was a thief'. Generally considered offensive when used by an English person.",False,False,True,False,True,False,False,False,,eng,[1] A person's name [2] A type of candy,0,0,0,Taffy,Taffys,,2018-11-01 20:38:38,,LPsfBHZyM
75.0,2018-11-01 20:38:38,"A British person, derived from the Black and Tans, the nickname for an auxiliary British Army unit deployed to Ireland in the 1920s and which gained a reputation for brutality.",False,False,False,False,True,False,False,False,,eng,[1] A color [2] A suntan,0,0,0,tan,tans,,2018-11-01 20:38:38,,xJ3xzxRqa
,2018-11-01 20:38:38,A black child.,False,False,True,False,False,False,False,True,,eng,,64,4,39,tar baby,tar babies,,2018-11-01 20:38:38,,FWDGGUctK
,2018-11-01 20:38:37,"A person of East Asian descent in reference to the appearance of the eyes, similar to 'slant'.",False,False,True,False,False,False,False,False,,eng,,18,1,17,squinty,squinties,,2018-11-01 20:38:37,,bXMvRDrrN
,2018-11-01 20:38:37,"In Northern Ireland, a spide is a young working class male. A female is known as a millie.",True,False,False,False,False,False,False,False,,eng,,41,1,31,steek,steeks,,2018-11-01 20:38:37,,Q4nAYyFTK
,2018-11-01 20:38:37,A black person.,False,False,True,False,False,False,False,False,,eng,,0,0,0,stovepipe,stovepipes,,2018-11-01 20:38:37,,C4snjNot4
,2018-11-01 20:38:37,"Used by poor rural people to denote those of lower status than themselves, particularly those who commit incest (jumping the family tree).",True,False,False,False,False,False,False,True,,eng,,22,0,15,stump jumper,stump jumpers,,2018-11-01 20:38:37,,y6fxUas7r
88.0,2018-11-01 20:38:36,A person of mixed Hispanic and Chinese parentage.,False,False,True,False,True,False,False,False,,eng,,140,11,137,spink,spinks,,2018-11-01 20:38:36,,kjaivqpf7
13.0,2018-11-01 20:38:36,"In the UK, a criminal dealing in counterfeit and/or stolen goods",True,False,False,False,False,False,False,False,,eng,,476,20,367,spiv,spivs,,2018-11-01 20:38:36,,BKYLUqQEF
,2018-11-01 20:38:36,"A black person, originating from the 1940s.",False,False,True,False,False,False,False,False,,eng,[1] To scare [2] A spy,0,0,0,spook,spooks,,2018-11-01 20:38:36,,TbcMZtVGr
,2018-11-01 20:38:36,"[1] A person of German, Dutch, or Scandinavian, esp. Swedish, origin. [2] A Caucasian person, especially a German. Refers to either the stereotyped shape of their heads, or to the shape of the Stalhelm M1916 steel helmet, or to its owner's stubbornness (like a block of wood).",False,False,True,False,True,False,False,False,,eng,,0,0,0,squarehead,squareheads,,2018-11-01 20:38:36,,s4PUNJETQ
,2018-11-01 20:38:36,"A female Native American. Derived from lower East Coast Algonquian (Massachuset: ussqua), which originally meant 'young woman', but which took on strong negative connotations in the late 20th century.",False,False,True,False,False,False,False,False,,eng,,228,23,189,squaw,squaws,,2018-11-01 20:38:36,,yAKKcXBiz
,2018-11-01 20:38:35,"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.",False,False,True,False,False,False,False,True,,eng,,0,0,0,spigotty,spiggotties,,2018-11-01 20:38:35,,pwhe4Loqx
,2018-11-01 20:38:35,"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.",False,False,True,False,False,False,False,False,,eng,,18,3,13,spig,spigs,,2018-11-01 20:38:35,,bfse8pCbj
,2018-11-01 20:38:35,A very High Church Anglican or Anglo-Catholic.,False,False,False,False,False,True,False,False,,eng,A large nail,0,0,0,spike,spikes,,2018-11-01 20:38:35,,zrHzAaHXZ
,2018-11-01 20:38:35,"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.",False,False,True,False,False,False,False,False,,eng,,64,2,50,spik,spiks,,2018-11-01 20:38:35,,BpveHQHyC
100.0,2018-11-01 20:38:34,The Spanish language,False,False,True,False,False,False,False,True,,eng,,0,0,0,,spicspeak,,2018-11-01 20:38:34,spic,WdLkoEubk
,2018-11-01 20:38:34,"In Northern Ireland, a spide is a young working class male. A female is known as a millie.",True,False,False,False,False,False,False,False,,eng,,90,4,66,spide,spides,,2018-11-01 20:38:34,,YsmctcQnz
,2018-11-01 20:38:34,A person of mixed Hispanic and black parentage.,False,False,True,False,False,False,False,True,,eng,,1,1,1,spigger,spiggers,,2018-11-01 20:38:34,,Lbwq9fsvR
100.0,2018-11-01 20:38:33,Adjective for the nature of 'spic',False,False,True,False,False,False,False,True,,eng,,0,0,0,,spickish,,2018-11-01 20:38:33,spick,gZsoZPhxL
75.0,2018-11-01 20:38:33,"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.",False,False,True,False,False,False,False,True,,eng,,148,9,109,spick,spicks,,2018-11-01 20:38:33,,U7LZHsdGq
75.0,2018-11-01 20:38:33,The diminuitive of 'spic',False,False,True,False,False,False,False,True,,eng,,0,0,0,,spiclet,,2018-11-01 20:38:33,spic,XxyNieXqR
75.0,2018-11-01 20:38:33,"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.",False,False,True,False,False,False,False,False,,eng,,315,16,222,spic,spics,,2018-11-01 20:38:33,,YPQLZ7eiu
99.0,2018-11-01 20:38:32,Alternative spelling for adjective for the nature of 'spic',False,False,True,False,False,False,False,True,,eng,,2,0,2,,spicish,,2018-11-01 20:38:32,spic,cRECvkMPL
,2018-11-01 20:38:32,A person of mixed Hispanic and black parentage.,False,False,True,False,False,False,False,True,,eng,,0,0,0,spickaboo,spickaboos,,2018-11-01 20:38:32,,LW8MoCHom
,2018-11-01 20:36:57,"A black person, originating with the suit in a deck of cards.",False,False,True,False,False,False,False,False,,eng,Shovel,0,0,0,spade,spades,,2018-11-01 20:36:57,,UUnHLwZXu
,2018-11-01 20:36:57,"A term used for an African American, or other person of African descent.",False,False,True,False,False,False,False,True,,eng,,55,11,43,spear chucker,spear chuckers,,2018-11-01 20:36:57,,yYbvmedYn
,2018-11-01 20:36:57,Pejorative term for one who suffers from Asperger syndrome.,False,True,False,False,False,False,False,False,,eng,,439,21,315,sperg,spergs,,2018-11-01 20:36:57,,PjXhdwjvU
100.0,2018-11-01 20:36:57,A black person.,False,False,True,False,False,False,False,True,,eng,,1,0,0,spice nigger,spice niggers,,2018-11-01 20:36:57,,FfWFkqEoi
,2018-11-01 20:36:56,"[1] Civil war term for an educated (white collar) black person. [2] A person of Jewish descent, from the ashes in the vicinity of concentration camps.",False,False,True,False,False,False,False,False,,eng,Ice crystal,0,0,0,snowflake,snowflakes,,2018-11-01 20:36:56,,WnRFHPfhD
,2018-11-01 20:36:56,A person of Samoan descent.,False,False,True,False,True,False,False,False,,eng,[1] A type of fish [2] Single,0,0,0,sole,soles,,2018-11-01 20:36:56,,qytuUnvAv
,2018-11-01 20:36:56,"A black person, originated in the US in the 1950s.",False,False,True,False,False,False,False,False,,eng,,32,0,29,sooty,sooties,,2018-11-01 20:36:56,,mKqgQBJPp
,2018-11-01 20:36:56,"A person who has sold out their beliefs, referring to the Irish Potato famine when some Catholics converted to a Protestant faith in order to gain access to a free meal.",False,False,False,False,True,True,False,False,,eng,,121,3,109,soup taker ,soup takers,,2018-11-01 20:36:56,,nXkmKhxeA
,2018-11-01 20:36:56,"Used in the north of England, the term originates from the inability of southern Englishmen being unable to consume amounts of alcohol over 2 units at any one period. ",False,False,False,False,False,False,False,False,,eng,,26,2,21,Southern fairy,Southern fairies,,2018-11-01 20:36:56,,p4CDpRwCA
,2018-11-01 20:36:55,A Caucasian woman who dates a black man.,False,False,True,False,False,False,False,True,,eng,,60,1,56,smoke jumper,smoke jumpers,,2018-11-01 20:36:55,,ZbyMopdok
,2018-11-01 20:36:55,A 19th century term for a black person (intended to insult both black people and Irish).,False,False,True,False,True,False,False,True,,eng,,0,0,0,smoked Irishman,smoked Irishmen,,2018-11-01 20:36:55,,zDPNKZQXJ
,2018-11-01 20:36:55,Offensive term used in Northern Ireland to describe Protestants of British descent living in Northern Ireland.,False,False,False,False,True,True,False,False,,eng,"Facial projection, particularly of a dog",0,0,0,snout,snouts,,2018-11-01 20:36:55,,fUZ2mECpt
75.0,2018-11-01 20:36:54,"A person of Asian descent, particularly Vietnamese or Chinese.",False,False,True,False,False,False,False,False,,eng,Inclination,0,0,0,slope,slopes,,2018-11-01 20:36:54,,UFd7Whsvy
,2018-11-01 20:36:54,"A person of Asian descent, particularly Vietnamese or Chinese.",False,False,True,False,False,False,False,False,,eng,,0,0,0,slopey,slopies,,2018-11-01 20:36:54,,HGrYfyWiz
100.0,2018-11-01 20:36:54,"A promiscuous person, usually applied to women",False,False,False,True,False,False,False,True,,eng,,203,13,142,slut,sluts,,2018-11-01 20:36:54,,TZPYYUHci
,2018-11-01 20:36:54,"In Ireland, a disreputable, working class or delinquent person",True,False,True,False,True,False,False,False,,eng,,103,9,71,smick,smicks,,2018-11-01 20:36:54,,JtvvhAuGH
,2018-11-01 20:36:53,"A person of Asian origin (Chinese, Japanese, Korean, Vietnamese etc.) Derived from the term for those who have epicanthic folds.",False,False,True,False,False,False,False,False,,eng,Angle or slope,0,0,0,slant,slants,,2018-11-01 20:36:53,,sXPCcNWnk
100.0,2018-11-01 20:36:53,"An unpaid servant, generally recognized as property rather than as a human being. May specifically refer to a person of African origin.",False,False,True,False,False,False,False,False,,eng,,0,0,0,slave,slaves,,2018-11-01 20:36:53,,qh8TV7fLU
,2018-11-01 20:36:53,A person of Asian descent.,False,False,True,False,False,False,False,False,,eng,A narrow opening,0,0,0,slit,slits,,2018-11-01 20:36:53,,kMCWNFJXM
,2018-11-01 20:36:53,"A person of Asian descent, particularly Vietnamese or Chinese.",False,False,True,False,False,False,False,False,,eng,,5,0,3,slopehead,slopeheads,,2018-11-01 20:36:53,,CjTxxNae8
,2018-11-01 20:36:52,"A white Australian, alluding to Skippy the Bush Kangaroo, a once-popular Australian television show for children.",False,False,True,False,True,False,False,False,,eng,,0,0,0,Skippy,Skippies,,2018-11-01 20:36:52,,svXVUZbhw
,2018-11-01 20:36:52,"A white Australian, alluding to Skippy the Bush Kangaroo, a once-popular Australian television show for children.",False,False,True,False,True,False,False,False,,eng,[1] Avoid [2] A form of walking [3] A boat,0,0,0,Skip,Skips,,2018-11-01 20:36:52,,VHazTCKTQ
,2018-11-01 20:36:52,"A person of Asian origin (Chinese, Japanese, Korean, Vietnamese etc.) Derived from the term for those who have epicanthic folds.",False,False,True,False,False,False,False,True,,eng,,131,1,96,slant eye,slant eyes,,2018-11-01 20:36:52,,pVGfoJcrT
100.0,2018-11-01 20:36:51,"An Asian woman, particularly of Chinese descent.",False,False,True,False,True,False,False,True,,eng,,12,0,9,sideways vagina,sideways vaginas,,2018-11-01 20:36:51,,ntnTtkfis
50.0,2018-11-01 20:36:51,A woman of loose morals,True,False,False,True,False,False,False,False,,eng,Slang for heroin,0,0,0,skag,skags,,2018-11-01 20:36:51,,MVVwJDTNN
,2018-11-01 20:36:51,"In Northern Ireland, a spide is a young working class male. A female is known as a millie.",True,False,False,False,False,False,False,False,,eng,,26,2,22,skanger,skangers,,2018-11-01 20:36:51,,qPAuoMqW4
88.0,2018-11-01 20:36:51,Alternative spelling for 'skinny',False,False,True,False,True,False,False,False,,eng,,0,0,0,,skinnie,,2018-11-01 20:36:51,skinny,mg8xjZd4y
,2018-11-01 20:36:51,"A Somali, especially a militia fighter.",False,False,False,False,True,False,False,False,,eng,Thin,0,0,0,skinny,skinnies,,2018-11-01 20:36:51,,n2FdGX4He
,2018-11-01 20:36:50,"A rural person, from farmers or country boys walking through manure-filled cow pastures.",True,False,False,False,False,False,False,False,,eng,,0,0,0,shit kicker,shit kickers,,2018-11-01 20:36:50,,KLMyqqVaT
,2018-11-01 20:36:50,"A dishonest person, particularly of Jewish decent.",False,False,True,False,False,False,False,False,,eng,,438,32,338,shyster,shysters,,2018-11-01 20:36:50,,YzueJdihc
,2018-11-01 20:36:50,"An Asian woman, particularly of Chinese descent.",False,False,True,False,True,False,False,True,,eng,,0,0,0,sideways cooter,sideways cooters,,2018-11-01 20:36:50,,AxthmQzrx
88.0,2018-11-01 20:36:50,"An Asian woman, particularly of Chinese descent.",False,False,True,False,True,False,False,True,,eng,,6,0,2,sideways pussy,sideways pussies,,2018-11-01 20:36:50,,VoKTKJMXA
,2018-11-01 20:36:49,"A black person, originating from their working at shoe shine stands on urban streets or in bus and train station terminals.",False,False,True,False,False,False,False,False,,eng,A black eye,0,0,0,shiner,shiners,,2018-11-01 20:36:49,,noHjsEvzu
,2018-11-01 20:36:49,"A black person, originating from their working at shoe shine stands on urban streets or in bus and train station terminals.",False,False,True,False,False,False,False,False,,eng,Glow,0,0,0,shine,shines,,2018-11-01 20:36:49,,jdtyLTigb
,2018-11-01 20:36:49,A black servant.,False,False,True,False,False,False,False,False,,eng,,0,0,0,shit heel,shit heels,,2018-11-01 20:36:49,,BVaPpNmwe
,2018-11-01 20:36:49,An Irish Traveller.,False,False,True,False,True,False,False,False,,eng,,1,0,1,Shelta,Sheltas,,2018-11-01 20:36:49,,YfydopHNe
,2018-11-01 20:36:49,[1] A transexual person. [2] A transgendered person. [3] An allegedly masculine woman.,False,False,False,True,False,False,True,True,,eng,,73,5,62,shemale,shemales,,2018-11-01 20:36:49,,WHmXNkkyw
,2018-11-01 20:36:48,Combination of 'she' and 'baboon' to indicate a black woman,False,False,True,False,False,False,False,True,,eng,,72,2,63,sheboon,sheboons,,2018-11-01 20:36:48,,dKqHcPUkR
,2018-11-01 20:36:48,A 19th-century derogatory term for an 'untrustworthy Jew.',False,False,True,False,False,False,False,True,,eng,,8,0,7,sheeny,sheenies,,2018-11-01 20:36:48,,wZexgibhh
,2018-11-01 20:36:48,"A person of Scottish or Welsh descent, from an alleged predilection for having sex with sheep due to the scarcity of people in these regions.",False,False,False,False,True,False,False,False,,eng,,26,0,20,sheepfucker,sheepfuckers,,2018-11-01 20:36:48,,zyFCwtvHx
,2018-11-01 20:36:48,"A dishonest person, particularly of Jewish decent.",False,False,True,False,False,False,False,False,,eng,,168,16,126,sheister,sheisters,,2018-11-01 20:36:48,,rnmkYvXgc
,2018-11-01 20:36:47,"In Scotland, an unsophisticated or lower class female",True,False,False,False,False,False,False,False,,eng,,49,7,46,senga,sengas,,2018-11-01 20:36:47,,mzyurebuz
,2018-11-01 20:36:47,An American. (Cockney rhyming slang: Septic tank - Yank),False,False,False,False,True,False,False,False,,eng,,115,8,90,seppo,seppos,,2018-11-01 20:36:47,,WV3ZBjYLD
,2018-11-01 20:36:47,An American. (Cockney rhyming slang: Septic tank - Yank),False,False,False,False,True,False,False,False,,eng,Relating to sewage,0,0,0,septic,septics,,2018-11-01 20:36:47,,RMPXDCEWT
,2018-11-01 20:36:47,"A black person, or one attempting to be perceived as black.",False,False,True,False,False,False,False,False,,eng,"Shelter, particularly from the sun",0,0,0,shade,shades,,2018-11-01 20:36:47,,bUaCugJCC
50.0,2018-11-01 20:36:47,"A disenfranchised Irish peson, from 'shanty'.",True,False,False,False,True,False,False,False,,eng,,147,4,119,shant,shants,,2018-11-01 20:36:47,,rxErpzugs
,2018-11-01 20:36:46,"In Ireland, a disreputable, working class or delinquent person",True,False,False,False,False,False,False,False,,eng,,83,2,69,scobe,scobes,,2018-11-01 20:36:46,,L4h7wbmfs
,2018-11-01 20:36:46,"In the UK, [1] an uneducated or lower class person, or [2] a policeman.",True,False,False,False,False,False,False,False,,eng,,0,0,0,scuffer,scuffers,,2018-11-01 20:36:46,,reyde4vMd
,2018-11-01 20:36:46,"A Native American, from the Seminole tribe.",False,False,True,False,False,False,False,False,,eng,,3,0,1,semihole,semiholes,,2018-11-01 20:36:46,,6eCRAEAMB
,2018-11-01 20:36:43,"A Scottish person, local variant of Sandy, short for 'Alasdair'.",False,False,False,False,True,False,False,False,,eng,,3,0,2,sawney,sawnies,,2018-11-01 20:36:43,,GPmiCwMVa
,2018-11-01 20:36:43,A woman of loose morals,True,False,False,True,False,False,False,False,,eng,,97,7,78,scag,scags,,2018-11-01 20:36:43,,TZriKbYqs
,2018-11-01 20:36:43,"A disreputable and/or working class person, from 'scallywag'",True,False,False,False,False,False,False,False,,eng,,403,42,315,scallie,scallies,,2018-11-01 20:36:43,,ofwBMqnk4
,2018-11-01 20:36:43,"In Northern Ireland, a spide is a young working class male. A female is known as a millie.",True,False,False,False,False,False,False,False,,eng,,9,0,8,scanger,scangers,,2018-11-01 20:36:43,,X46YtrCyq
,2018-11-01 20:36:42,A person from the South Pacific,False,False,True,False,False,False,False,True,,eng,,0,0,0,sand nip,sand nips,,2018-11-01 20:36:42,,UkBn7KrLH
99.0,2018-11-01 20:36:41,A person of Middle Eastern descent,False,False,True,True,False,False,False,True,,eng,,1,1,1,,sand niggerette,,2018-11-01 20:36:41,sand nigger,983CNmHJi
,2018-11-01 20:36:41,A person of Middle Eastern descent,False,False,True,True,False,False,False,True,,eng,,0,0,0,sand niggerette,sand niggerettes,,2018-11-01 20:36:41,,fHpddUbqJ
,2018-11-01 20:36:41,"Derogatory term for a person from the Middle East, Arab, South Asian world",False,False,True,False,True,False,False,True,,eng,,141,2,116,sand nigger,sand niggers,,2018-11-01 20:36:41,,UhzaHDECb
,2018-11-01 20:36:40,"A Jehovah's Witness, from American religious leader Charles Taze Russell.",False,False,False,False,False,True,False,False,,eng,,1,0,1,Russellite ,Russellites,,2018-11-01 20:36:40,,gssRZMVqJ
,2018-11-01 20:36:40,A black person.,False,False,True,False,False,False,False,True,,eng,,282,19,203,sambo,sambos,,2018-11-01 20:36:40,,KffteAtys
84.0,2018-11-01 20:36:40,Variant of 'sand nigger' in relation to inhabitants of desert regions or Arabs / Muslims in general,False,False,True,False,False,True,False,True,,eng,,117,14,93,,sand monkey,,2018-11-01 20:36:40,sand nigger,iMunK8cfz
,2018-11-01 20:36:40,Variant of 'sand nigger' in relation to inhabitants of desert regions or Arabs / Muslims in general,False,False,True,False,False,True,False,True,,eng,,56,1,45,sand monkey,sand monkeys,,2018-11-01 20:36:40,,GkfnBnw4s
