	tweet	class	prediction
4120	@M_RagingBabe I'm not trying to be critical but Jr. literally looks like he just ate a pot brownie, got off a couch and put on his gloves	2	0
9014	Dog I think it's a nigga dyke I was wondering the same RT @thisisyoungdj: Is the person that sing 'No Flex Zone' a male or female?	1	0
5833	@bsails33 dyke ron&#127752;&#127917;&#128514;	1	0
22062	The people who have historically been called white trash were called that for a reason. They're white trash. The truth hurts.	0	2
10842	I hopes dis don't come as a severe shock to use but I'm colored	2	0
21461	Soft niggas usually send the hate threw the bitches	1	0
6424	@jennahnorberg because its retarded. lol jk were the same	1	0
9986	He did dat headband shit on purpose .. Now the whole spurs team fuckin up lookin at this weird lookin nicca	1	0
10566	I feel like its gon be a homo revalution round dis bitch deez niggas expandin	1	0
15654	RT @FunnyPicsDepot: rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co/AMJyeK77QA	1	0
23948	You're a hoe ass faggot bitch cunt nigga	1	0
18202	RT @TomOlson8: @1Dittlinger That has redneck written all over it lol. Drunks can use gravity to get down &#128563;	1	0
20675	RT @trianglesoul: I wanna eat weed brownies but then I ask my self if I really wanna spend countless hours watching a documentary on sea tu&#8230;	2	0
13442	My niggah watch me be awake till 5	1	0
24043	all I eva wanted was some muh fuckin guala	1	2
12944	Lololol joey lattimes phone just called him retarded	1	0
6398	@jasongregory674 @Devondude1234 @hot_lads fuck yeah and hot big blk boots. This scally lad would get it.	1	0
5351	@YaGirlSmalls quit using song lyrics queer	1	0
15667	RT @GMB_Ace: Boss Niggas Fuk wit Boss bitches Vice versa..	1	0
22274	These hoes pickin and choosin.. that's why these niggas stickin and movin	1	0
22869	Until you hoes start actually fucking with me then I'll give props but until then you HOES trash &#128078;&#128078;&#128078;&#128129;&#128079;&#128080;&#128522;	1	0
21347	Smfh RT @pufntrees: @quanb24 trash..slow as fuck..cant even get a nike release on that	1	2
5352	@YaNiggaBuu janemba is better than yo pussy ass	1	0
4653	@ResiDinero if we finna hoop inside or out fucking retard that's what I'm saying let me know allergic reaction lip ass nigga	1	0
4717	@RubyFakhoury @Nyquil_Dreams @guynamedjordan lets not forget the fact that everyone and their mother has yellow fever	2	0
9211	Even my moms knows I don't fuck with ghetto people	1	0
6030	@djfeds couldn't make it nigga was at the E.R. My bad then my charger for my phone ripped so I can text, I'm on my iPod all ghetto	1	0
6491	@justezzzee I swear you straight up bitch	1	0
19860	RT @kg4hunnid: Bruh you trash take yo ass back to college @GenoSmith7	1	0
23923	You trash tho RT @OME23Y: Edgewood Basketball court NOW!!!!	1	0
5835	"@burke113 @donthebear ""..the nig..""? ok, you're the big time shit talker on twitter no name, no face, no info"	1	0
21417	So much white trash at this demo derby &#128514;&#128079; &#127482;&#127480;	1	2
124	"""@Frosstyy_: @h0rheyd I didn't say anything tho"" kiss me then faggot"	1	0
19475	RT @gmaslsk: Oh BO-stop with the speech-like you give one tinkers damn about the kids,the poor,any of the crap you are spouting-you've prov&#8230;	1	0
13493	NBA ALLSTAR weekend is an unofficial negro holiday	1	0
2435	@AlanMilner @Morning_Joe AlQueda doesn't use cell phones or the internet? Wow you #teabaggers are stupid	1	0
23435	"Wiz need to go back to the ""yeahhhhhhh bitch"" ""OKKKK"" wiz"	1	2
18586	RT @YoShortyMa: I'll kill this bitch no hesitation http://t.co/UxePa9LVi5	0	1
4786	@SayitAINTChey! This bitch is RTing hella cheese tweets right after I said I was lactose intolerant!! Why you gotta do that to me?! ;c	1	0
21412	So many hoes whipped you would have thought we were still in slavery	0	1
5676	@anandpradhan @kavita_krishnan funny to read retard liberal tweets. But Anand u didn't delete salwar tweet. Anyway say hi to #DigVijaySingh	1	0
7428	@twincitytyson if somehow u didn't already go I'm down nig	1	0
1203	&#8220;@Chhicoo: @VSamone stupid bitch!&#8221; http://t.co/K7MyvFlWFg	1	2
6783	@lordjamar your disgusting, you should be banned from talking about Hiphop, retards like you belong in the 40's with your retarded ass logic	1	0
4707	@Rosaalbae @iH8TvvitterHoes faggot but you sent me hella nudes. Hmmmm	1	0
10742	I hate self-rightous Black bitches.	1	0
17828	RT @StevStiffler: choke on a cactus, bitch.	1	0
7074	@raajanS holy fuck, frozen pussy! you are crazy!	1	0
13001	Luke Bryan is such a faggot tool	1	0
849	#faggots KILLED #jesuschrist&gt; HELLO!!!!!!!!!!!!!!!!!!!!!!!!! But whatever. Go ahead. #gaymarriage yourself into #Pharaoh's pockets&gt;	1	0
13394	My mom didn't buy me Oreos she doesn't love me	2	0
21503	Some people are bitch ass niggas &amp; you should just stay far away from	1	0
13842	OMG RT @Master_Bay: Have yall ever met a dyke who didn't have a kid?	1	0
20224	RT @oddfuckingtaco: https://t.co/nkCXCZwrXa my nigga really tried to save his bitch lol	1	0
3349	@GirlThatsVonte dese bitches n my shot nigga	1	0
8199	Beefin ova bitches trade ya clip for Pom Poms	1	0
3316	@GYPMATIC45 i pissed alotta ppl off on fb i was flooding the newsfeed next target them hoe ass texans	1	0
21451	So, I can get into something closely approximating the full bird of paradise yoga pose. TIME TO MAKE MY RAGDOLL COSPLAY	2	1
9329	Fell asleep and woke up to some weird ass staring at me. What? Never seen a beaner sleep before?	1	0
12100	In my opinion every bitch gay.	1	0
3338	@Giannaamarieeee first off who you calling a hoe ? Don't make me go sharkeisha ok you boo boo	1	0
14351	RT @22duces20: Happy birthday to my little ass cousin who doesn't remember who I am @1NOnlyDirtyMike hope it's a good one fag !	1	0
15210	RT @DEON1093: AHAAAA DUHHRT @PAPER_CHAYSIN: These hoes are for everyone !	1	0
16999	RT @Nekkohbk: Do dykes date other dykes or is that shit gay to y'all?	1	0
1107	"&#8220;@9acino_: Even though Trunks was one of the main characters, Dragon Ball GT was lowkey weak weak&#8221;

Nothing lowkey about it.. Shit was trash"	1	0
4328	@MyButtSweats ay nigguh so when ya coming back	1	0
17092	RT @NotoriousJB_: &#8220;@Von_VonRichter: Sometimes females are just fucking retarded bro. I swear I just want to kick y'all in the ovaries.&#8221;	1	0
5849	@cameron_ast @lanahudsonnn bitch and the fuck u wanna do about then nigga stfu talking and do something	1	0
17518	RT @Rockprincess818: Obama is Allowing millions of illegal aliens, drug cartels, and terrorists to enter our open borders...Liberal retards&#8230;	1	0
17534	RT @RudebwoyRoscoe: Behind every REAL bitch, there's a bitch ass nigga that did her wrong but made her strong.	1	0
1623	&#8220;@Tyga: That ain't my hoe.&#8221;	1	2
12270	It's ok to tell a nigga he trash and a feature will never happen fam.	1	0
24354	glenladen got life flight to osu and they are saving him, don't mess with the birds #RESPECT	2	1
20612	RT @thereal_EMandM: Yankee Doodle had a farm. Cotton farm	2	0
6277	@holyh00ker he looks like a pretty dyke&#128129;&#10024;	0	2
16062	RT @JAYREIDOFFICIAL: Jus know ...S/O to my nicca @im_yung_jay #BKent #MME1636 http://t.co/3XInzjnm2u	1	2
9588	Fucking hate ghetto girls bruh	1	0
17128	"RT @OGTREEZ: Steve found out you can't call Taiquaniesha a ""stupid fuckin cunt"" like you can w Becky http://t.co/3A5qGki97B"	1	2
15176	RT @CuhCuhCuh: these blacc ass charcoal bitches be sayin they mixed with irish and some other false shit cuh	1	0
19210	RT @copperpeony: @LibsHateUs @1Dittlinger Sharpton went from being a big fat snitch to a skinny bitch. Either way, he's nothing but a carni&#8230;	1	2
2833	@CapoDaAssHole @Alejandro_Bihhh lmaooo niggas ain't but hoes is I think I'm winning	1	0
15746	"RT @Griff_TheGreat: Drake said it best when he said ""Niggas act more like bitches these days!"""	1	0
19459	RT @gabrielleheaton: I see the same hoes&#128064;	1	2
3504	@Hunglikerobby_ @triple6em96 @bbluedreamm I was nice to the dumb bitch then she puts her nose all up in my business Eat shit white trash hoe	1	0
2122	' Ma niggah Alsina be doin his thang . http://t.co/IZA7Lil1Oz	1	2
5112	@TheRealSaigon that explains you cause all you do is bitch and whine.	1	0
10083	High then a bitch of them bong rips, steady smoking 11 g's with my nigga Jorge	1	0
13017	Madea and this old hillbilly are hilarious together.	2	0
16359	RT @KevinTheGee: &#8220;@TropicalBlanket: @KevinTheGee finished the essay and the quiz bitch&#8221;good job bud proud of you	1	2
12332	Jai's hate for Jay is completely irrational hahaha I still love Jai though so if he needs someone called a faggot, I'll call someone a fag.	1	0
385	"""@riananewman: @22EdHam brownies tonight"" what kind?!?!"	2	0
22561	This little bastard comes unto spinelli's all the time just to do his little wigger rap thinh and try to say it AT me like I'm gonna die &#128514;	1	2
23603	Yea you bad but hoe so what	1	0
15585	"RT @Fratfession: ""Every frat should have gay brothers because they pull hella fine bitches to your parties"" - Sigma Alpha Epsilon"	1	0
6355	@iowahawkblog @jjauthor to ----&gt;@DavidMasciotra get past boot camp, and go active a few years, see what we REALLY do daily you liberal pussy	0	1
13971	One mans hoe, Is another mans... Hoe.. They don't change nigga..	1	0
13592	Niccas be hating on my nicca Jeezy ... #RealTalk	1	0
5252	@Viri_BraceFacee dont raise ur hand to me niggah	1	0
6305	"@iLikeGirlsDaily ""rate my hoe"" @MakeItKNasty"	1	2
9259	Everyone is talking about LeBron James or The Voice and I'm just here eating cream filling out of Oreos.	2	0
18416	RT @WORIDSTARHlPHOP: When you and your boys discover a hoe http://t.co/pupaplqNhk	1	0
5478	"@_LezzzBeHonest 
I'm colored. Ain't supposed to be no good influence"	1	0
1162	&#8220;@BestOfAds: Rape? Cannibalism? You Won't Recognize The Original Versions Of These Fairy Tales http://t.co/PrnJ8EFAoi&#8221; man wtf	2	0
5842	@cakedjake We're laying rock around our lake. You're welcome to join a redneck workout. #muscles &#128170;&#128513;	2	0
8875	Damn those shiner rock those bud light platinum and that ciroc	2	0
11300	I wanna go to a trash talk concert	2	0
10227	Hungry as ferkin nips	1	2
14162	Photo: Good morning ig &#8230;. Giving u white trash body &#128128;&#128128;&#128128; #turntup #webad #wepretty #gayvegas... http://t.co/dE9O4tttHS	1	2
24289	escort missions in games are universally trash	2	0
10201	"How my bestf gon call me "" People "" like ima regular niggah to her now smh ."	1	0
12316	"Its so many bitches n their friends don't like me ,,, all because of one nigga. A nigga that ""I"" will &amp;&amp; still have ,.. &#128553;&#128525;&#128536;&#128155;&#128153;&#128143;"	1	0
19697	"RT @ispeak_sarcasms: I hate girls that be like "" I can't talk to you you got too many hoes.."" Bitch where ya competitive spirit at??"	1	0
10358	I bitch can tell that I'm addicted to pussy she lookin pass it	1	0
4763	"@SallyBitesAlot lol find a ""redneck"" from oakleaf to take you"	2	0
3986	@LILNTHEBASEDGOD her face ugly to me, &amp; her nudes were trash.	2	0
3700	@JamesdaJewison &lt;&lt;BEST NAME ON TWITTER EVER!! AKA; Jewbacca&lt;&lt;SECOND BEST NAME ON TWITTER!!	2	0
13390	My managers a stupid cunt yes I said it	0	1
5876	@chanelisabeth I drive illegally retard	1	0
18978	RT @anitaphilmar: Fairy Fun - Losing her wings doesn't mean there aren't other ways to fly? #asmsg, #erotica #shortstory http://t.co/t6LuM&#8230;	2	0
14975	RT @CauseWereGuys: We all know a hoe like this http://t.co/NvlN1xlInW	1	2
16251	RT @JulieSnark: I love asking really hot, skinny bitches when they're due.	1	2
11281	I turn bitches gay, they think all the other bitches can fuck like me.	1	0
9655	Get cunts to threaten me, not bothered. I'd happily hit up a big massive group ae third years or something hahaha. #dropkickkk	1	0
4849	@Sisteena_ And does he know you're calling him a fag?	1	0
1801	&#8220;@flvshy5: Might go to plaq hc&#8221;bitch who you gone go with	1	2
9637	Gary's girl was a tranny. RT @Em_99car: I wonder what would have become of @rickspringfield if he'd written 'Gary's Girl'.	2	0
549	"""Our people"". Now is the time for the Aryan race 2 stand up and say ""no more"". Before the mongerls turn the world into a ghetto slum. 1488"	0	2
7970	And of course some rascally #teabagger on the radio is blaming the 19 dead AZ firefighters on #biggovernment. Oy vey. #tcot #p2 #teaparty	2	0
1114	&#8220;@AbstractLife: @Nigel So you still rather have trash ass Geno Smith than Alex?!? You sick man&#8221; U still cant tell Alex sucks? You blind man	1	0
4684	@RivenbarkYahoo @hale_razor jim Hogg county a dirt poor democrat leaning county.. Hebronville is it's seat. Been there it's a near ghetto	1	0
9384	Flappy bird instead of studying? Sounds great.&#128527; &#128555;#flappybirdisruiningmylife	2	1
2239	.@rustyrockets with Putin pushing for land and China completely revamping their armed forces? You're a fucking retard. Stay out my country.	1	0
20178	RT @nerdkiller669: @ShinSnipes did u steal those glasses haha stupid nigger	1	0
11325	I was a made nicca when I was a young nicca	1	2
3088	@Derek_Kirchner7 @tori_mills02 fags&#128567;&#128567;	0	1
1146	&#8220;@BINDLE13: My momma aint raise no hoe&#8221;	1	2
8375	Bout to make some brownies in a few.	2	0
251	"""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;"	2	1
22670	Tired of these niggas turning females into stuck up bitches	1	0
22515	This guy is nits&#8220;@Lucci_Dpc: i learn new things every day, u the only one still talkin bout jim crow. There go that republican hypocrisy&#8221;	2	0
23428	With the birds i share this lonely view..	2	1
7603	@zfunk007 I like how his tattoo on his head forms a mullet. White trash people can be so entertaining sometimes	1	2
3114	@DivaMonRoe2uHoE @CheefPolo hoe hoe hoe, merry Christmas	2	0
2433	@Air_Zeke_12 hell yeah I got bokoo hoes when I had my fro	1	0
4303	@MrMooncricket @FuckTheMallcops @JimTalbot1963 @theharris338 nigga I seen yo ass at da welfare center, punk bitch, ain't worth my time	1	0
3481	@Horsepower_Will naw nigga I got yo bitch tip toeing on my wooden floor !	1	0
942	#uppers loving the show this morning. Chris is directing the conversation beautifully. Make the teabaggers talk!	2	0
20200	"RT @nobeynobe: ""@Markie__Marc: https://t.co/mXGcCcahSC"" trash"	2	0
22917	WIB plays next Fri (5-16-14)at the Silverdome Ballroom(21+) in Neillsville,WI with Charlie Parr &amp; Hobo Nephews of Uncle Frank! Tickets 15$	2	1
1698	&#8220;@___Tamm: @VoiceOfDStreetz that wasn't me hoe azz boi&#8221; I'm (sniff sniff ) sorry (sniff sniff) http://t.co/CTmwGWEKNL	1	2
23014	We wacko birds are still tweeting #MakeDCListen	2	1
23157	When a hoe tryna get at you while ya girl is looking http://t.co/Ihlzw7njke	1	2
15513	RT @Faaz71: #Taakstraf in herkenbaar hesje in je eigen buurt. Pleit er al jaren voor. Weet hoe bevreesd ik er ooit voor was, da'k er te wer&#8230;	2	0
6775	"@lloyd7121 @jjauthor @petermickley 
Approximately 1/2 in one crash. There wasn't supposed to be that many members of a seal team on one bird"	2	1
6493	@justezzzee bitch where u be fuck nigga	1	0
139	"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao"	1	0
22686	Todays Spy Ops ( A country guy with big feet. I lv to lick his soles n hv soles on my cock ) http://t.co/baEeMot812	1	2
2543	@AstrosCounty Jeff Luhnow is to blame for the Astros not blowing out the Red Sox and Yankees -HC	2	0
15270	RT @DamierGenesis: i live for street glory and I die for ghetto fame. respect all, fear none my pride is everything....	2	0
16505	"RT @LalaCoutureeXO: ""if your gf/bf don't like or talk to that bitch/nigga, YOU don't talk to that bitch/nigga!"""	1	0
23347	Why do people use the eggplant Emoji in reference to a dick? If your dick is purple with a green top, see a doctor bruh.	1	0
15121	RT @Coolie_GBE300: I hate when niggas be slobin all on the blunt like they eatin pussy &amp; have the nerve to try &amp; pass it. I'm good nigga I'&#8230;	1	0
7902	Alright your time is up RT @EvilJeanyis: Cheesecake trash	1	0
3327	@GenuinelyOT lol, that pussy got rich niggas losing their minds too. Got Drizzy &amp; Breezy beef'd out, that puss is the devil's playground.	1	0
3849	@KCJHoop pretty sure you meant flight and not flite, dumb ass cracker.	1	0
14609	RT @BJayBlast: I love my family, but I wouldn't even need water to pop that Red Pill. That hoe is getting taken swiftly. http://t.co/wtXEOm&#8230;	1	2
14526	RT @AndrogyneAdvent: @verbally_abrupt y'all got all the gay hoes	1	0
23113	What you know about getting money low key .. Hanging with the street niccas fukn wit the OG's	1	2
22620	This that bitch nigga shit they invented it I just created the term	1	0
17705	RT @Shvkeir: Dr. Suess made his own words to rhyme off of. nigga was trash. i hated them books as a kid.	1	0
16767	RT @MasterSleepy: @JefDaBest cranberry juice niggah ... 100% cranberry with vitamin c ... You'll piss it out	1	0
4316	@Mr__Rude I fucking hate you lmao but thank you, little dick van dyke	1	0
7929	An awesome Friday. Not a day for pre-weekend news-dumps anymore. Another weekend to celebrate progress my fellow queer folk!	1	0
16123	RT @JareerKassis: Charlie Rose: Can you coexist with Israel? Meshal: *Not* as occupiers. After that, national consensus will decide, not Ha&#8230;	2	0
14741	"RT @BitchNiggaAlexx: ""Go talk to your other hoes""

 http://t.co/daithpoTw5"	1	2
6505	@justinmiculka01 @edgarguillenjr @blakeanderson21 @jo_clark6 @dalton_ryann @cjjsanchez @delao_chris quit being a bitch	1	0
24672	lmaoooooo eat that goal faggot @gezus__	1	0
20761	RT @whitbreezy: Once I get a cold beer in my hand there ain't no mistakin who I am, I can't hide my redneck side	2	0
7274	@sprayinpray I recall you telling one of the Apollo teachers you hoped her baby came out retarded , and it did ... #AssholeOfTheYear lol &#128514;	1	0
24625	just got done biking with my dyke	1	0
15409	RT @Drewmking: @Joely_Poly @Victoria_Finae he plays for the Yankees right?	2	0
9148	"E250 5.4 motor and tranny

I have a 2008 5.4 triton motor and Transmission with 5,200 miles that came off a E250... http://t.co/d5gic83k0V"	2	0
18243	RT @TrentSkii_Baby: &#8220;@1017_Sqquad: Fucking niggas bitches man I'm use to it&#8221;	1	0
24252	dis Morgan hoe in da middle of erything....	1	0
10361	I bought hummus and broccoli. I just need snacks and shit. RT @Omgitstamz: i need to buy crackers and shit	1	0
6429	"@jermhudson @lanele123 no way !! I'm on a ""dude you are fat"" diet Twinkies are the devil, so are breakfast tacos. I miss breakfast tacos&#128514;"	2	1
14449	RT @AdamSchein: Great job by the Yankees giving Brian Cashman a new contract. The haters are just wrong. CC: @ChrisCarlinSNY	2	0
8921	Debating feminism with a gay professor uninformed girls and low IQ rednecks is not my idea of a fun Wednesday night	2	0
1254	"&#8220;@DrMalvo: @woods_lamar 

http://t.co/ChNxcPLZWR&#8221;

Hidey hidey hoe! White folk be all noyvous round coloreds"	1	2
8514	California is home to skater trash.	0	2
13697	Night niggers	1	0
24699	loves how Day Timers always come with coloured maps and distance charts. It makes me feel far more important then I actually am.	2	0
12412	Jungle Fever be my favorite movie. Dat white girl love dat colored mans thang. She take it hard and deep. Drive dat girls daddy wild crazy	1	0
12663	Let a nigguh try me , fuck around fuck around fuck around meet his daddy	1	0
10142	Holder&#8217;s Justice Department Isn&#8217;t Interested in the Facts in #Ferguson http://t.co/7vH4tyPMht These race hustling bitches are DISGRACEFUL.	0	1
8095	Ayo twat boy I gotta new phone give me yo jack now @Jay050709	1	0
5780	@bitchdicknigga yeah cum itch my slit baby cakes	1	0
25016	the birds out tonight	2	0
7607	@zlyouell @SpongeBobVlnes dyke ron&#128109;&#128111;&#128514;	1	0
4822	@SharpayyDoll cunt nigger fuck balls tits cocksucker piss dick kike. If you can't take swearing, don't go on the god damn internet.	1	0
15482	RT @Erudite1914: I'ma start a fuck buddies to save lives program. Lol match some dry bitter ass folks up wit some good dick or pussy.	1	0
5030	@ThatAssholeAlan bitch ass nigga, heres a new belt for you http://t.co/EfxQnxeewQ	1	0
13266	My True life episode comes on later on tonight at 8pm central time. True Life: I wanna be a tranny.	1	0
9745	"Gonna straight hip check the next hillbilly who tries to apply the term ""derecho"" to a run-of-the-mill thunderstorm. #WVWX"	1	0
7318	@tarbetto. Find one where be beat Nathan Moons head into the ice too. Ol Andrew is straight trash as far as hockey.	2	0
15704	RT @Get_It_MarMar: If I hit you wit that shottie bitch, I bet ya body flip ! &#128299;&#128165;&#128165;&#128165;	1	2
18642	RT @_AD4: Why all ghetto chicks gotta smell like love-spell. Or that cucumber shit, bath &amp; body works!	1	0
10289	I am a Yankee by birth, and lived much of my life in north. I see no diff in level of racism @frendafox @melinwy @NoahCRothman	2	0
15735	RT @GottaLuvLexci_: &#128557;&#128557;&#128557;&#128557;&#128557; RT @MyHips_DntLie: Tight pants and loud colors!!! You look like a fag! &#128557;	0	1
5503	@_RichHomieKevin go to sleep niggah lol	1	0
3574	@Ilovebamf Whats it say... I see bird in it... Lmao	2	1
2101	' I'm that niggah you can show out in public babbbbbbyyyy &#1041191;&#1043215; lol	1	0
8191	Beautiful Fairy Elegant Dress http://t.co/ouxWbYTUt6	2	0
4604	@RFam2550 shut up faggot	1	0
6165	@gabebaxter text me fag	1	0
16531	RT @LeBronVuitton: Kill'lees hoes when I feel like it	1	0
7667	A nicca is hungry ... AS FUCK!!	1	0
21285	Shy girls &gt;&gt;	2	1
8068	At work but wish I was floating in my 15 ft., on sale at Walmart, redneck pool that my husband probably hasn't cleaned since last weekend.	2	0
5639	@alammus small man syndrome usually deep down they're huge pussies so they join the authority to compensate their weak ego	1	0
4826	@ShawnieceQB i remember a time when Hilfiger wus seen as being above Polo...until he said he aint wan niggers wearing his ish...	1	0
4903	@SteveStockmanTX @toddstarnes oh I see. Part of a giant govt take over eh. Stockboy you are a joke of a representative. #dumb teabagger	1	0
5067	@TheGamecubeGuy any more birds in school?	2	1
22369	"Thinking about the ""boom boom boom waaay ho"" video makes me laugh at least once a day."	2	0
23748	You bitches wearing leggings everyday are sick. I know y'all wore the same pair 3 days in a row you can't fool me	1	0
7189	@schola_gomes oh I'll make you some brownies alright;)))	2	0
17327	"RT @PowerCumminMax: Green/yellow fuel pump&gt;&gt;&gt;&gt;&gt;
#dieselstation"	2	0
7520	@woohdakidd_74 already kno nicca	1	0
13921	Ol heads always think a young nicca gon runoff wit they sacc	1	0
18270	"RT @TuckerMustDie_: When she tells you ""Go hug one of your hoes."" &amp; you actually do it 
https://t.co/nfAbyILdkX"	1	2
22772	Twitter has taught me that there are so many bitch made niggas in the world, don't be fooled	1	0
5001	@TeamMarlo dumb nigger	1	0
21527	Someone tell the royals to stay home there trash&#128553;	2	1
5365	@Yaremisxo way other hoes boo	1	0
14728	RT @Bigboybeezy: If you a hoe on the internet you a hoe irl	1	0
3283	@Freegeezy17 nigga look my size, plus it get hit in the ass, an look like its been fighting all its life.... I'll sneak dat bitch an RUN!	1	0
10857	I just don't get why none of you people talk back to me..i guess you follow me for the #s in hopes I follow back but shit. talk to a cracker	1	0
20472	"RT @slbgng_eddie: &#8220;@cristinacetino: @slbgng_eddie shit nigga don't complain. Now you got room for hella nudes from hoes&#8221; 

Trueeee, I'll hy&#8230;"	1	0
2867	@Cay_JEN I didn't think you knew of a bird that couldn't be tamed. #cajuncharm	2	1
4567	@Prince_WilliamB @MixyArts This nothing to do with my shoes you ignorant twat.	1	0
13622	Nigga retweets the most trash shit	1	0
2341	@05proFESSOR Charlie Sheen could coach better than Crusty Dusty. Yeah they hired Bryan Price, the pitching coach	2	0
23355	"Why does MSNBC have a ""news"" show that is 100% opinion &amp; right wing talking points? Joe the nation is with PBO not u teabaggers #morningjoe"	2	0
2943	@ColeMcDowell2 someone sent this to me months ago bitch	1	0
20101	RT @mgeminiquotes: #Gemini gets irritated by jealous bitches.	1	0
12602	"LOL at the Benghazi ""hearings"" that proved nothing other than Republicans only care about taking down PBO. #foxnews #teabaggers"	2	0
4871	"@SoopDevilles You DID. You crushed his ""I got me an EXOTIC bitch!"" dreams."	1	2
13425	My nig Todd Gurley a beast	1	0
12853	Lmaoooooooo RT @80sbaby4life: You woke up a faggot didnt you RT @Maxin_Betha: My nigga ain't get carded since I was a sophomore b	1	0
13134	"Me: ""Mom, honestly, thank you for making me a bad bitch."" 
Mom: ""You've gotta stop."""	1	2
20415	"RT @sassytbh: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 for a b&#8230;"	2	0
24465	i aint worried about a nigga takin my bitch.	1	0
11206	I swear ion see how broke niccas still out here gettin pussy smh	1	0
3430	@Harbison92 you knw where i am pussy i hate when u ask me tht	1	0
3263	@FlightYung that's what I call a crash dummy hoe	1	0
11961	If you said more today on the internet about Duck Dynasty than about the #NorthwestImperative, you're a useless whigger.	1	2
3217	@EvanBecker513 @_TriggaPlease_ @MorbidMermaid @zooyorkinit @_ShayisdaBOMB_ @Rainbowblake they can see this dumbass nigger	1	0
2359	@1Oyster1 maybe not but you crow about obama and democrats so you are a mawbar....Might as well be a Republican.	2	0
23514	Y'all entertained by these bitch az niggas hitting women? Smh Who raised you?	1	0
18583	RT @YepillPosts: If I had a dollar for every time I died on flappy bird http://t.co/pj8QSBTe2L	2	1
11878	If the servers for black ops 2 acts gay today this is my bitch fo the nite http://t.co/8rbDhEIa	1	0
6048	@donnyoraha pussy	1	0
23766	You can't play me for a fool my niggah	1	0
3197	@Elvis_NotPresly I gt android dmt kno whats in that box my nig	1	0
21416	So much more going on but hypocrisy doesn't sit well with me. My redneck family from central Illinois more black then Bieber!	2	0
16179	RT @JimNorton: . @WBCFredJr Was daddy still being an abusive rage-a-holic in hospice, or just making doody in his diapers like a good fag h&#8230;	1	0
7269	@sowhatsides I am funny bitch	1	0
2115	' Is this Jody ? The niggah that got ma Boo Pregnant ? The niggah that can't take responsibilities as a... http://t.co/7ufNJ2NJhp	1	0
1816	&#8220;@iDisrespectHoez: RT @JonRaff: Hate when a chick say go deeper when u already dishin out all u got #hoes&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;	1	2
19148	"RT @cenopant: (she)s 
bro(was)ken
bec(a)use
s(side)he
beli(hoe)ved"	2	0
15456	RT @Eaton_27: So apparently @Honn_2 likes takin pictures when he's eatin pussy&#128514;&#128514;	1	2
23140	When I step off in da club niggas give me daps and hugs hoes swinging dey eye ik one thing right they wanna fuck	1	0
857	#illNeverUnderstandWhy anyone from Jersey Shore is famous. I should go be a guido shitbag if it means money for my family.	1	2
7121	"@rickahyatt @donaldbroom @Poysti 
That bastard Obama is giving them to the f-ing wetbacks."	1	0
3002	@DON_Le3GGG lol hell ya dey think a nicca down der #roadrunnin	1	0
207	"""@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL""

that show was everything tf"	2	0
1529	&#8220;@Runyacheckup: &#8220;@Shane_A1: A Bitch Couldn't pay me to get dem pregnant again &#128588;&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221;fr fam ion see how niccas out here poppin kids out	1	0
22096	"The whole afternoon has been about the ""deep voiced bitch"""	1	2
333	"""@fuckcamoclark: Roses are red and violets are blue and niggers are black, you know that's true."" @dylan72892"	1	0
14478	RT @AlexaSchwerer: @Jennchesss you and me both! probably some ghetto piece of shit who has nothing better to do with their lives...	1	0
1968	&#8220;@thomasemmanuelm: Colts nation...put yall money up&#8221;bitch chuassup we was just down 24	1	2
23118	What's retarded is that I actually love my job and have a really weird passion for it.	1	0
19591	RT @iDntWearCondoms: Y'all bitches got to stop pushing away the niggas who really care about y'all for these niggas who don't give a fuck	1	0
22891	Verizon customer service is trash as fuck. I've been in the store haven't been greeted or nothing.	1	0
18504	RT @WorldStarFunny: when you see a bitch nigga subtweet you http://t.co/eclOjoVwg7	1	0
363	"""@leikant: This is so fucking hot!! #scally #sneakersex #sockfetish #sniff #trainersex http://t.co/TubivxbxcO"" love me some kinky scallies"	1	2
19187	RT @cjduchesneau: nigger hair??? comin from this bitch who had a dread on the back of her@bair she forgot from century's ago	1	0
6820	@mariaisab3lla at that point, just call me nigger.	1	0
20603	"RT @thecrewfinest: ""@187XO_: Me and ma niggah @thecrewfinest In the Func fucccccccked upppppp &#128514;""I'm Here On!!!"	1	0
4106	@MIKEB_IN_THE_D rams are for fags	1	0
3916	"@Kenny__Wright @yoPapi_chulo @Kush_Boy420 ""the stupidest bitch"" brb crying he called me stupid"	1	0
16839	RT @MikeTInnes: @AaronWorthing @corrcomm @Icampintense @CarolCNN @CNN So glad Charlie agrees with Carol and CNN that assaulting girls is OK&#8230;	2	0
