	tweet	class	prediction
6977	@oVoshubham No the fuck am not bitch how bout u get out there bitch ass Nigga stupid ass	0	1.0
5719	@b0ss561 just beat the pussy up	1	2.0
3463	"@HilareeJay I hate those creepy ass dolls that call you dada, I'm like ""bitch I ain't yo daddy"""	1	2.0
169	"""@LODYCASH: dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;"	1	2.0
21232	Shine on them hoes	1	1.0
4625	@Rawker8 @Ronnie2K @NBA2K get some money and stop playing that old trash.	2	1.0
4570	@PrissyPisces_ I'm talkin bout sluts and hoes in general	1	1.0
15372	RT @DogBountyHunter: @WarMachine170 Hey Boy This half breed Chiricahua Apache is on YOUR ASS #Eatmytazer !!	1	1.0
21523	Someone should explain to Blake griffin that talking trash to an opposing 3rd string is unbecoming, even amongst clippers.	2	1.0
1676	&#8220;@_Georjay: @ZoeBoi03 happy birthday little bitch.&#8221; BOFL this made me laugh when I read it &#128514;&#128514;	1	1.0
16108	RT @Jakelewis44_: I'm out this bitch too&#128514;&#9996;&#65039;	1	1.0
19482	"RT @gordonshuckrow: Can you call someone a racist, then call them ""white bitch"" in the same sentence without losing credibility? @Franchein&#8230;"	1	2.0
7972	And since im gino marley my bitch just flew from Japan	1	1.0
11747	Ian watch Maury in so long ..Maury wear jeans on the show now.. I guess he like f**k I need to dress up for these ghetto ass ppl anymore	1	2.0
6771	@lkxox_ bitch*	1	1.0
6313	@iStricer You are hairy like a monkey. : P	2	0.0
22425	This bitch gonna steal a police uniform and think she has some authority. I say we pop the trunk on her bitch ass. #TheWalkingDead	1	2.0
14959	"RT @CauseWereGuys: Call a girl a ""bitch"" and she'll get offended but if u put ""bad"" in front she'll swear she's a queen"	1	2.0
17061	RT @NoContextAds: Tired of little bitches messing with your plants? Get your own Gangster Gladys http://t.co/LQbU0JG3br	1	1.0
23268	Where's this bitches parents tho. Go home you thot.	1	1.0
18744	"RT @_RealThickJazz: ""@1inkkofrosess: Makem eat my ass since eating pussy ain't major nomore &#128175;&#128553;&#128514;&#9996;&#65039;&#128584;&#128129;&#128079;&#128522;"" &#128514;&#128514;"	1	1.0
7966	And my mom was really getting me a car smh hoe f u for dat	1	2.0
11142	I roll a blunt better than the bitches in Havana ! Cause I'm the king round here !	1	2.0
5094	@TheOneMiss_Luu no he's an asshole &amp; is like I have neck problems &amp; can't sleep that way &#128544; u lil bitch	1	0.0
11232	I tell u this tho, if/when u nigger women start getting cornrows again...mannn just don't do it	1	2.0
20535	RT @tableninemutant: So City Lights is a Charlie Chaplin movie by @007hertzrumble http://t.co/qYN1Bc7MxS via @wordpressdotcom	2	2.0
9925	Happy birthday fag @collin_geer love ya	1	1.0
8153	Bae gotta bitch &#128514; whoops &#128564;	1	1.0
3189	@El_Grillo1 Off to the east of your current location, on an east-facing slope (dry side of a dry place).	2	1.0
15475	RT @EnxadasFelipe: No bitch I wanna roll a fucking blunt	1	1.0
8643	Change the game on u bitches&#128526;	1	2.0
16633	RT @Lonely_Dad: and if you ain't a ho, get up out my trap house	1	1.0
12024	Im elated i passed on my creative gene to my daughter but she also got the retarded gene too.	1	2.0
17192	"RT @OnDave_: ""@WhereYoHussleAt: @CiddyP_60 ion like him he annoying &#128514; I thincc he knows I don't too""

That nigga a supa fag on Dave"	1	1.0
4829	@SheanXIV &#128514; yea ion do Brussel sprouts .. I barely do cordon Bleu but I wanted to try something dif .. I get tired of nigger foods	1	0.0
24097	basement diving mook bastards	1	2.0
24923	shit i wanna know if my bitch gone protect me &#128514;	1	1.0
23521	Y'all hoes really get mad cause a nigga don't want cha	0	2.0
16527	RT @LeBronVuitton: I don't stand in line at clubs, the security come escort me in. Yellow diamonds tell a bitch get over here, Scorpion.	1	2.0
9335	Females so dirty bro real talk you gotta play these bitches now day because if you don't they still gonna do it to you	1	1.0
15234	"RT @DJsir_freshley: &#127919;&#127919;&#127919;RT @GuruJeremy Bitches are only ""moral"" when it comes to sex... when it's convenient for them. Otherwise they hoe th&#8230;"	1	1.0
1701	&#8220;@__kiante: &#8220;@1017_Sqquad: Iont got not type ... Bad bitches is the only thing that I like&#8221; ayeee!!&#8221; Throw that ass in a sphere &#128064;&#128514;	1	2.0
22761	Turn it up with ma down bitch &#128076;	1	2.0
24528	iMessage so trash	2	1.0
11578	I'm hands on when its time ta murk a bitch	1	1.0
19945	RT @lexipost30: love birds.	2	1.0
1216	&#8220;@CiscoAllDay: If you have a different dude every other week you might be a hoe... #js&#8221;no your not don't listen to him ladies #DoU	1	2.0
5346	@YFN_NESHA all the great QB's fold under pressure gshit if u blitz Peyton ass he gon gook out	1	1.0
21553	Sonnen is a faggot	0	1.0
15361	RT @Dipset_Kenn: RT @ToneThaMan55: RT @PAPER_CHAYSIN: I love money fuc a bitch I won't stress myself , and I keep my mouth closed cuz I can&#8230;	1	2.0
962	&#128064; RT @PrettyDamAmazin: These bitches started shooting at my party. Fuck New Orleans	1	2.0
10090	Highhhhh watching dawn of planet of the apes #StonerNation #LifeComplete	2	1.0
13557	Never lettin dat nigguh used twitter in my phone again	1	1.0
1809	"&#8220;@goodbadguytim: &#8220;@100046729: This bitch Gmfu.&#8221;

You huh?&#8221; Huh lol"	1	1.0
10603	I get a 50 pound bag of dawg for the mutts	2	1.0
7123	@rickerozeaye you see me texting you bitch	1	2.0
3102	@DiggzTBLB ; bitch.. What? http://t.co/OcsuDvN5hy	1	1.0
8660	Charlie Jacobs got confused about the ice bucket challenge and instead dumped a bucket of diamonds on his head.	2	1.0
24304	everyone report @uncr4fted for being a huge faggot	1	1.0
10766	I hate when a bitch got fucked up teeth and she trynna smile in her pictures tf lmfao	1	2.0
16900	RT @MrHeadLock101 Either bitches fake gay or fake happy	1	1.0
8309	Bitches get on twitter an turn to saints like they not hoes that shit kill a nigga	1	2.0
11657	I'm ready to cry I'm so mad, like me &amp; this bitch gon have to fight.	1	2.0
24098	bats are cool as hell because they're basically half tiny fox half leather bird.	2	2.0
3324	@GarciaC28 those nudes were trash &#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#128557;	2	1.0
8274	Bitch i wouldn't eat yah pussy wit another nigga tongue	1	0.0
18729	RT @_MoDavis: RT if you want me to expose some more bitches http://t.co/mGZjPp0rfs	1	2.0
9677	Getting hit off a cunt thats about 6 foot sideways and a cunt that was in the army lol, i dini care, yous are fuckin laughable	0	2.0
13562	Never seen purple bird poop until today lol http://t.co/4Psdx11Uu1	2	2.0
13228	Most of you hoes copy and paste but there has to be someone they are copying from. And to you I give you my props	1	2.0
8314	Bitches rather be petty with his hoes instead of posting bail now that ah really fck em up.....psa	1	1.0
23387	Why won't we run the ball? Our offensive coordinator is retarded	2	1.0
2333	===&gt; RT @kylegotjokes: All good pussy comes with a price tag	1	2.0
15405	RT @DreadJackson: broke hoes 3 words, OUT MY FACE	1	1.0
16014	RT @InNewZealand: The Knicks are still trash, Melo signed for the money he don't even care about being on a good winning team.	2	1.0
20789	RT @worst_B_ehavior: If you don't give your bf head you're a lame bitch and he's probably cheating on you with a bitch the suck his shit dr&#8230;	1	1.0
24345	get on my level bitch im careful who I kick it wit	1	2.0
9924	Happy birthday bitch &#128526;@THEalexflores10 http://t.co/2fBKhkQiJa	1	1.0
23793	"You fucking fag &#8220;@baethingape: this is exactly what i am talking about 

women are pigs http://t.co/oKR3seYFBJ&#8221;"	0	2.0
16447	RT @Krislisisms: Hot 97 trash.	2	1.0
18305	RT @TylerGimblin: Girls, don't let a dude treat you like a yellow starburst. You are a pink starburst.	2	2.0
8635	Celtic means white trash. If someone says they're Celtic, it means they're white trash.	0	2.0
18476	RT @WifiOverHoes: idgaf what you bitches say about me &#128514;	1	0.0
12879	Lmfaooooooooo bro RT @BrandNewAndrew: Strippers on twitter talking about how much money they made tonight. Like bitch i will rob you	1	1.0
22996	We don't want yo bitch mane, we just wanna have fun with her.	1	2.0
13880	Oh no tht hoe ode fake !!!	1	2.0
7759	Aint no pussy better then perk pussy	1	1.0
15938	RT @IWILLSTILLRISE: If you not gator you gator bait #gatornation	2	1.0
14993	RT @ChadMatz: @rachelcoursey @alexamees2 lol they turn down to early bunch a pussies	1	1.0
22011	The emoji I use when I'm flirting wit bitches ---&gt; &#128520;	1	2.0
3665	@JStac825 @ThatAngryNigga these niggas must be deaf. When's the last time you heard a Roots song on the radio? Quest don't get bitches!	1	1.0
15404	"RT @DreGambiino: Niggas be like ""I got some hoes on the flo"" .... &#128567; http://t.co/swFpGRBliv"	1	1.0
9839	"Grr... Woke up ickblah. Congestion ew chunky bloaty gross. Missed the gym. 1 1/2hr wait for the Dr. 
 Boo Friday. 
#whineytweet"	2	2.0
15483	RT @Erudite1914: Juice should have been dead his bitch ass! #SonsOfAnarchy	1	2.0
2843	@CarelessOne92 I'm not Hollywood at all my nig, u brought me to twitter n bounced	1	1.0
17377	RT @RIPvuhsace: I deadass took this after i ate a darkskin bitch pussy the other day #NeverAgain http://t.co/IZFLyUDuGS	1	1.0
5120	@TheSeanyV would help for some others can't handle uppers and cripples them plus if moderation isn't taken into consideration it'll be bad	2	2.0
24861	pretty girls wit bird brains....what a waste smh	2	2.0
2992	@CuteCIothes @xo_shelbie go buy them bitches	1	1.0
8279	Bitch you frooooontin, bitch you frooooontin. Lol	1	2.0
22263	These hoes got more bodies than a cemetery&#128056;&#9749;&#65039;.	1	2.0
18381	RT @VersaceSilk: When you and your boys discover a hoe https://t.co/nluZGQV3EQ	1	2.0
2844	@CarelessOne92 a young nigga turned into Mr. CATCHMEIFYOUCAN....I'm in da field my nig #WEDAOPPS #FUKEMWEBALL	1	1.0
11551	I'm finna see the Yankees win a baseball game	2	1.0
8035	As Chanice say that, I realize the coons move from drinking Moet to Belaire. All yuh feel all yuh so fancy with all yuh $30 champagne eh	2	2.0
25002	that ho said 9.63 when I got to the register &#128563;	1	2.0
8920	Dear whores: Don't tell me I can't dance when the only dancing you do is open your legs and shake your ass like a video ho to shitty rap.	1	2.0
4279	@MorbidMermaid do you work today niglet?	0	1.0
18123	"RT @TheRoachDean: ""@SO_GALACTIC: ""@Toodangerous_: &#8220;@SO_GALACTIC Gummy worms? https://t.co/TyXhQzqnqr&#8221;"" ............"" that bitch is a beast"	1	2.0
17818	RT @StephGhost: RT @iDntWearCondoms: Come somebody please get me a PS4? Willing to eat pussy for it if need be.	1	1.0
6612	@kieffer_jason and you got that pussy in your bllod	1	2.0
404	"""@stephencdo: @currieburry if one of you bitches want some of my burrito u can catch me at potosino"" huh? Haha"	1	1.0
22346	They say life is what you make it bitch but I'm just tryna make it .. Straight up	1	2.0
21008	Run in ya spot, smash ya hoe fuck on ya couch	1	1.0
21959	The Karate Kid is such a pussy	1	1.0
6372	@ivanrabago_ @MANIAC3X @Woody_AFC we should play together soon I've been playing with random faggots but it's fun	1	1.0
21900	That was my faggot rant for the night.	0	2.0
4170	@Matt_Schiffer @TCOBryce nah its bc I'm a bad bitch	1	1.0
18916	RT @_xobrandy: @Blaxxxican invest in some curtains bitch	1	2.0
19097	RT @braidedcocks: @veryproudofya @poppunksucks well now I'm crying like a little bitch	1	0.0
14979	RT @CauseWereGuys: When you realize bae is a hoe http://t.co/OkVjxdL7ZW	1	1.0
16719	RT @MacMiller: @iCodyMontana @ScHoolBoyQ @xdannyxbrownx yeah they trash. Q... this man capitalized his H tho.... i'm takin all ya fans.	2	1.0
15311	RT @Dcowboys2188: I love dez but right now he's trash right now weeden there's others that are open	1	0.0
6536	@kathleen_herne Stink should shut his hole &amp; just perform his tricks like a good trained monkey	2	0.0
14490	RT @AllKnowA: We all know a bitch named Natalie	1	1.0
424	"""A NO BRAINER""
But as soon as this bitch gets rich in political power, her views will change!
POLITICAL WHORES! http://t.co/ekEPSjWcyU&#8221;"	1	1.0
12905	"Lol at the random ""fist fight"" aka pussy shove match at DnD tonight."	1	2.0
15856	RT @HipHopIsDeaddd: My brother want to put on an asshole persona just to get females.That what happens when you let pussy control you, you&#8230;	1	1.0
2068	' Don't sleep on ma niggah CHood &#128076; @CharleyHood &#128175;&#128175;	0	1.0
18001	RT @Thad_CastIe: A MILF is a sexy ass mom over 35. If you're 20, you're just a bitch with a baby.	1	1.0
5617	@aaymee29 no that's fucking retarded are you drinking tonight or not?	1	1.0
10873	I just seen the ugliest bitch in commercial history on Monday night football	1	1.0
447	"""Eat the pussy like a real nigga hungry"""	1	1.0
9632	GahDamn I got bitches, damn I got bitches, damn I got bitches, wifey, girlfriend, and mistress!!	1	2.0
11720	I'm up bored denna bitch	1	2.0
19197	RT @coldcACE: @1MarKus_A he knows game. He's just gonna make it as small of a loss as possible.she was 1 of Don Juan hoes off jump http://t&#8230;	1	1.0
3515	@Huntermoore fuck my throbbing pussy slowly	1	2.0
49	""" these hoes like niggas that spend money not talk bout it """	1	1.0
6072	@eburnns oh wow the bitch is bitching again #niggasuprized	1	1.0
25079	this bitch think he care about her talents	1	1.0
14771	"RT @BloggerBoxing: ""No matter where you go, there's always an asshole wearing a Yankees cap.""

-@Sounds_good_bro http://t.co/TbgyIkpv1E"	1	2.0
2739	@BrendaGisselCA that you got hoes damn	1	2.0
2248	1) Vader is a Sith. Not a Jedi. Duh. 2) Vader is also a whiny bitch. 3) YODA IS MOTHERFUCKING YODA. #micdrop	1	2.0
24867	pure trash http://t.co/A2RbVEBeg1	0	1.0
10367	I can fuck yo bitch and you can't	1	0.0
7926	Amina ass... Peter you just fucking the bitch I don't like her voice	1	2.0
43	""" pimps up pimps up hoes down "" Future voice"	1	1.0
7830	All the fine bitches i need yall to hit me up my # 562 922 40 guess the last 2 &#128514;	1	2.0
569	"""That girl is plain looking borderline ugly &amp; chunky"". Hey at least she's got a nice smile &amp; a great personality."	1	0.0
7646	A hoe gone be a hoe they ain't &#128175;	1	1.0
11345	"I was playing music in the kitchen and now my mom keeps asking Tony ""Why give a bitch your heart when she rather have a purse?"""	1	1.0
15771	RT @HBCUfessions: My body count went from 1 to 9 in one semester... I'm not a hoe just love sex -FAMU	1	1.0
15795	RT @Haley_Dych: I wonder when it got attractive to be a huge bitch	1	1.0
18026	RT @TheAfricanSiren: Automatically suspicious of white folk who try too hard to show they like us darkies.	0	0.0
6058	@dtholcomb32 they hv loads of cushion on the soles of them. They would feel good on ur dick.	1	2.0
16643	RT @LosBeOnIt: That guy who you're so into and who is constantly an asshole to you doesn't give a damn about you beyond ur pussy	1	2.0
22065	The power of Christ compels you to pop that pussy.	1	1.0
14309	REAL NIGGA SPEAKING &#8220;@DEON1093: @PAPER_CHAYSIN you sound like a bitch&#8221;	1	1.0
23530	Y'all saw how mad that little chunky boy was? He wouldn't even let his dad touch him, bruh lmao	2	1.0
20731	"RT @vickstar_isabel: ""@kyleighhmariee: &#8220;@TezCapone: My type a bitch &#128525;&#128525;&#128553; https://t.co/Bz4yBovcfl&#8221;""

Lmao yass"	1	1.0
5440	@_BeautifulKeezy @darwinjames125 point A ppint an bitch &#128514;&#128514;&#128514;&#128128;	1	1.0
8074	Austin is a funny niggah	1	2.0
11434	I'd do anything for an Oreo vanilla bean drink from dunkin &amp; a chocolate chip muffin from there too..I'm starving &amp; that sounds so good now.	2	1.0
17918	RT @TERA1PATRICK: I'm happy for the bung holes and negativity desperate guys spew on here &#128077;a GOOD example of WHAT not to be and what I don'&#8230;	1	1.0
16327	RT @KatelynBarnes3: Working out with the hoes @savanaharanda @AnnaComan2	1	1.0
14474	RT @AlexDavisRaps: fuck. I forgot to wear a belt. i'ma feel like a coon all day now.	1	1.0
11194	I swear I hate when Im somewhere and a woman catches my rubberband that clearly says KAPPA ALPHA PSI and ask me am I a kappa. Yes bitch lol	1	1.0
6380	@jaaaaaade__ You can't see it but I'm flipping you the bird	2	1.0
18194	RT @TlMOTHYY: when your bro ask for a turn when you about to get some pussy https://t.co/G5YJyjeOEm	1	1.0
18322	RT @UPTMillz: You can buy milk w/ WIC guys RT @VernieMack: #QTNA RT @Major_K8: How y&#8217;all bitches gon breast feed wit nipple rings? &#128563;&#128534;&#8220;	1	1.0
4122	@M_Talleywacker yes. Touch my bitch? Get ya shit knocked	1	2.0
8356	Boozer so trash	1	0.0
12659	Let a bitch be a bitch n a hoe be a hoe!	1	2.0
4319	@Mrste617 Where your white hoes at bro lol	1	2.0
16157	"RT @JediKnightwing: Please pornstars, stop saying ""fuck that tight pussy."""	1	1.0
12748	Like out of no where you've become an inconsiderate bitch and I'm BEYOND done with your shitty attitude #backup	1	1.0
14221	Popcorn and candy for dinner. I always knew Charlie Brown was my spirit animal.	2	2.0
2266	187 how I'm killin these hoes	1	2.0
295	"""@_GeeWillikers_: Ass slapping is one the greatest things. Haha. &#128527;"" I slapped a girl on the ass. . She got mad I aint get pussy for a week"	1	2.0
17314	RT @PoohSavage: @Thompson_Era fr mane on some 100 shit cuff her if she made you that happy in one night cause these hoes for everybody fr	1	1.0
8481	But if you knew , bitch you'll do better &#128074;	1	2.0
25117	trash RT @VibeMagazine: Can the Notorious B.I.G.&#8217;s son CJ Wallace rap? Watch &amp; vote here: http://t.co/3kzJj7nqpP http://t.co/wOwnc0A70P	2	1.0
24383	hahaha damn dirtyyyy hoes	1	2.0
15485	RT @Erv_Montana: In the 2-6 bitch we prolly hit the same bitch, in the 2-6 bitch we gone bang the same shit, in the 2-6 bitch we prollu hit&#8230;	1	1.0
22214	These cheetos taste likka steak right nah boy these bitches going DUMB!!	1	1.0
22499	This fat bitch got all huffy cause she took too long to make her turn, so I took it, so she mouthed off to me&#128514;&#128075;&#128075; #girlbye&#128129;	1	2.0
10626	I got a measly 506 followers on Instagram that's probably why these bitches ain't takin me serious	1	2.0
15977	RT @ImDatNigga_Jack: Welcome to Dallas Nawfside Texas don't come with no hoe shit nigga this Texas you will get MURDERED	1	2.0
20711	RT @uncledaddy69: @weakenednachos California's biggest retards. Don't forget about HOLY who just released an amazing EP.	0	1.0
20643	RT @tj_curtin: A birds eye view of today's #harvest14 activities. Thanks @BrentJFF for the great camera work! http://t.co/RgETR4tV4S	2	1.0
23354	Why does @Drake like Serena Williams? She looks like a tranny	1	2.0
2211	-5 RT @LoveMeDarlingg: 10. How many hoes do you REALLY have?	1	2.0
19488	"RT @grannywinkle: girls, don't let a guy treat you like a yellow starburst

u are a pink starburst"	2	2.0
16434	RT @Knae__: .I'm a &#128170; lil bitch	1	2.0
12618	Lakers are trash right now.	0	2.0
14891	RT @BullhammerPT: @HumbleTeej @TrillSmith @onthewrite Shut your bitch ass up. You got something to say about me, mention me. Peezy eyed bit&#8230;	1	0.0
6413	@jballinbutts420 sameeee bitch asss lol	1	2.0
17734	RT @SlimGirl_Probz: &#8220;@TRESHON_SCROOGE: Oomf pregnant from dat dog in the hood dat chase erbody &#128514;&#128514;&#128514;&#8221;REAL funny bitch!!!!	1	2.0
20287	"RT @polarisclub: ""im laughing so hard lay is the un-loyalist of hos""

plea"	1	1.0
7587	@yourstruelysam_ @IH8UHOES @Nekko_hbk bruh why it look like a niggah dick slapped the baby &#128514;	1	0.0
14798	"RT @BowDownn_Bitch: Nine times outta ten the bitch using them same unclean brushes on all ten of her clients. I can't with you ""beat faced""&#8230;"	1	1.0
18766	RT @_TyMoore: For all those watching that so raven. Look at this negro now lol&#128514;&#128514;&#128553;&#128553; http://t.co/nEcAKyTdI1	1	2.0
12982	Los pussy ass lost by 3 points!! &#128514;&#128514;&#128514; I WINNNNNNNNN	1	1.0
15969	RT @Ih8lightskins__: redskins gonna win and thats all im saying for the night	2	2.0
17565	RT @STARgotthatDOPE: A lot of these hoes be cheating on they nigga fucking other niggas. Y'all boys better get y'all a real bitch that ain'&#8230;	1	1.0
5435	@_Angeel14 thirsty ass hoe go to sleep &#128514;&#128514;	1	0.0
3840	@JustKarahn dnt use my shit against me hoe	1	2.0
10217	How you rap but can't getcho bitch to RT ya music? Put the Mic down bro.	1	1.0
9508	Fuck fight music bitch this is losing ya life music	1	2.0
14560	RT @ArmyBulldog20: @AcmeHandle Nothing that the Russians did in their support of the rebels surprises me. Putin views Obama as a pussy.	1	1.0
5212	@TyTyTooFlyy I got a bitch named banana pussy bananas swear I gotta say it again pussy bananas my lil cool azz bitch she from da westside	1	2.0
16422	RT @King_Shawn_6: &#8220;@white_thunduh: Dez is caked up with some bitch or something cause hes not playing like Dez Bryant&#8221;&#128514;&#128514;&#128514;&#128557;&#128557; God dammit Patr&#8230;	1	1.0
14422	RT @AMGLLCCEO: When you die but a bad bitch walk in yo funeral &#128526;&#128526;&#128514;&#128514;&#128514;&#128514; http://t.co/YZs9DQVqDV	1	1.0
10568	I feel like that niggah Pac these bitches set me up.	1	2.0
2944	@Coley_Cee @Campaign_Papi @They_CallMeShay lmaooo coley just whammmmed him add this to it swervee bitch	1	2.0
12357	Jenna stays pimpin these hoes	1	2.0
22135	Then this bitch singing sounds like a horse being choked	1	2.0
14087	Paige better text a bitch lol	1	1.0
21313	Siri is terrible #cunt	1	1.0
13736	No this bitch @Cee_Murda94 did not yell down the steps to tell me don't eat her damn chicken.&#128514;&#128514; tf	1	1.0
3511	@Huntermoore drunk bitch used to eat my ass its relaxing	1	2.0
2319	8/10 of the girls u went to hs with look horrible now but don't wanna believe it....I'm bout to piss them Facebook hoes off with this	1	1.0
4656	@RespectBox @lefthooklounge @Rodriguez5_ he's texas trash bro	1	1.0
12424	Just bought @Godsmack_Music new release, and to all of you pussies whining about it...STFU. #TurnThatShitUpLouder #Godsmack	1	2.0
8056	At 6'0? Good luck Nh nh RT @UnnagroundKing: I'm 6'0, 150. One of you bitches better reproduce with me. I can give you an athlete.	1	1.0
2133	' Ok ma Texas bitch keep textin me , callin cryin stressin me &#1041190; Bout where I been but I been with another bitch allegedly &#1043351;&#1043360; .	1	1.0
12273	It's only a few real bitches I know.	1	2.0
19541	RT @huner5150: All these hoes always talkin shit about there guy. Look bitch if your gonna talk shit to me I'll be happy to smack you in yo&#8230;	1	1.0
674	#AlexFromTarget gets a million retweets but #ChrisFromWalmart cant even get a bitch to text him back.... http://t.co/l0XTPSIG8Z	1	2.0
13565	Never tell a bitch that I love her	1	1.0
19043	RT @bayleebork: @rahshauna keep your avi hoe	1	1.0
21958	"The KFAN mock draft continues, Cleveland is ""on the clock"". Paul Allen has the Vikings 8th pick. I am going with Def back, Justin Gilbert"	2	2.0
6779	@longbongchris mk Hun just textith me	2	2.0
9482	Fuck a bitch flip a brick	1	2.0
9320	Fck dem old hoes..... No double entree...	1	2.0
3397	@GrizzboAdams @wyattnuckels haha you playin nigga I fuck bitches make money and smoke that straight og kush	1	2.0
1780	&#8220;@dirtyxluxury: @_Vontethekidd whens homecoming ho?&#8221;&#128553;&#128514; slut the 17th	1	1.0
7916	Am sorry I can't stand stand some black females especially the full breaded Africans bitches being have std and shit I prefer white girls	1	1.0
8685	Cheeky thoughts as the rooster crows.	2	2.0
19440	"RT @freckle_juice: if a ""man"" tells you he doesn't eat pussy &amp;expects to have sex, just laugh. laugh as u put your clothes on, laugh as u g&#8230;"	1	1.0
19504	RT @hash_no_tags: bitches be handin' out neck like free chinese food samples at the mall and go to bed every night wondering why they ain't&#8230;	1	2.0
13555	Never let a boy make you feel like you're anything less than a bad bitch	1	1.0
18705	RT @_JohnFKennedy_: I choose to fuck all these bitches not because they're easy, but because I'm hard #PresidentialPounding	1	0.0
9420	Forgiato Fest in Dallas this year fuck yeah bitch	1	2.0
11069	I need sleep but can't seem to get that place that let's you clam down and sleep :(	2	0.0
2695	@BlizzyLC now that ur tour over come kick it with ya nig in the MIA....	1	2.0
7488	@white_thunduh my bitch dont want your ugly ass gtfo ol peyton manning lookin ass	0	2.0
152	"""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do"	1	1.0
9592	Fucking redneck queers and their game invites	0	0.0
2744	@BretVonDehl @com_lowery Can I beat this bitch up?? Seriously....what a bitch	1	1.0
16421	"RT @King_Lonnie_19: ""@TaeCocky: Rihanna is a talented hoe"" http://t.co/uL4ePHA2qy"	1	2.0
1295	&#8220;@FxckAshUK: @TheKaosYatti Ain't my gf you lil nigguh stfu &#128557;&#128514;&#8221; glory be to GOD then lmfaooooooo &#128557;&#128554;&#128517;	1	1.0
16353	RT @KerstinAnn_22: &#8220;@XxDopenessxX: This bitch is too real LOOOOOOL http://t.co/JTSNtWPLwR&#8221; yaga !!!!&#8221;&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;	1	1.0
9813	Got your bitch with me right now.	1	1.0
10399	I can't handle when people give me an attitude, I dead them so quick. Like why do you have to be a nasty bitch	1	2.0
13501	NO, you don?t have ?haters?. People just don?t like you. Get over yourself hoe.	1	0.0
21190	She know my ex bitch she think she got next she fucced a gang of niggas threw that pussy off dec !	1	2.0
14988	RT @ChaRLeZHuSsLe81: Candy Corn &amp; Peeps Are Hoe Candy &#8220;@SimplySoulful: &#8220;@FrancisJstn: Candy Corn Trash&#8221; super trash&#8221;	1	2.0
21348	Smfh boy you sound just like them hoes!! RT @K_forKicKs: Idk why everybody be hating on the Puerto Rican princess	1	1.0
11734	I've never had a Twinkie.	2	0.0
24596	is money over bitches	1	1.0
14597	RT @AzlanTheGoat: Females always talk about how on point their nails and eyebrows are, okay bitch your personality is still shit though.	1	1.0
3961	@Korrect973 don't pay dem bitches and they dirty ass chucks no mind bro	1	2.0
2858	@CatholicMomVA @Neal_Dewing that would cripple our military :)	2	2.0
23833	You know how these lil bitches &#128530;runn they mouth up in the streets &#128078;&#128080;	1	2.0
2583	@BNightengale @FeinsandNYDN Time for Ranger scouts to head out and watch some Yankee prospects. #rangers	2	1.0
18144	RT @TheXbone: Twitch Plays Call of Duty. Enter trash talk in the chat, the auto-aim will do the rest	2	2.0
7073	@quilzel That's how rednecks eRecycle. http://t.co/6LRXIqSi8B	1	1.0
6145	@flyyImpact Yo follow me back nigguh	1	2.0
12153	Is Wayne Brady gonna have to smack a bitch?	1	2.0
12998	Loyal pussy forever bein better than the bitch thats been passed around.	1	1.0
5654	@alexrojas_10 yo fag Rojas	1	2.0
12479	Just tied my right shoe while driving on the freeway if that ain't swag bitch then I don't know what is	1	2.0
4123	@MacMiller lucky as bitch ft. Juicy J	1	2.0
15316	RT @Deadspin: Colombia supporter reminds us the double bird is a universal language http://t.co/JeUT1IsQ1f	2	1.0
21323	Skinny girls be having that gotta go a couple rounds pussy	1	1.0
2491	@AndreBerto can't wait for more PEDS is that it? Roid munching faggot	0	2.0
13863	Officials: Jihadi Cockroaches Now Booking Tickets On Cruise Ships To Syria http://t.co/hWKfMe75kx http://t.co/rLTlVYGpTl	2	2.0
15876	RT @Hollywoood_ty: RT &#8220;@Hotphillyboi: Lawd Jesus, this can't be real&#128514; http://t.co/zcjlHvSHOZ&#8221;shit to ghetto to be real lol	1	1.0
11482	I'm Tryn tell yall brah, I went wit a slut n could not stop da bitch frm boppin dat shit scary	1	2.0
4633	"@RealPimpinKen PimpinKendotnet, sell a bitch pussy til it's drip drop wet, the vet, not the pet!

Hey, Bitch!"	1	2.0
5465	@_IAMKEN fuck Brett Farve redneck ass, he stuckup he don't give a damn lol he be on campus acting like he the shit	0	2.0
22783	Two days gone she been gone so long you can't get her on the phone cuz that bitch done been wit meeeeee	1	2.0
24961	"someone just called someone a ""bitch ass nigga"" on black ops"	1	1.0
13362	My grandma threw out all of my raps. Ones I made from 7th grade to now. I'm literally crying. Thats all my work in the trash. &#128530;&#128532;&#128547;&#128546;&#128557;&#128560;&#128545;&#128548;&#128544;&#128127;&#128122;&#128589;	2	1.0
17211	RT @Overdoselove_: The sound of wet pussy &#128571;&#128166; &gt;&gt;	1	1.0
3185	@EdgarGuillenjr @jo_clark6 @dalton_ryann @dault24 @blakeanderson21 @justinmiculka01 @ktit_418 @aaronbaxter9 you a bitch Edgar	1	1.0
10815	I have one more day of fucking school. God nansemond is fucking retarded	1	2.0
