	tweet	class	prediction
7471	@vj44 did I mention you are an ugly cunt? Go back to Iran.	0	1
13770	Not allowed to play flappy bird around grandma because she swears at me to stop swearing lol	2	1
4074	@Lord_Fernandooo stfu nigguh I've been reading the manga for the longest and you know that	1	2
18160	RT @Things4WhitePpl: Being pussy-whipped http://t.co/55BxG7PBNG	1	2
16989	RT @NateThaAlmighty: niggas talk more than bitches these days.	0	1
7211	@shaelynspacyyy they trash though?	1	2
18008	RT @ThatBoyAdo: @tonykivarkis @Atoma87 lmao y'all some fags http://t.co/MN0TF3dgo7	1	0
4231	@MikeDiggEm my phone was dead fag man	1	0
6264	@heydenbunsyolo really u use in another nigga name and u follow a nigga who doesn't fucking like you your a faggot kok eyed mother fucker	1	0
3642	@JAYREIDOFFICIAL my nicca!	1	2
13225	Most niccas broke but always n the limelight	0	2
3777	@JoeDouglas1 sit down and stfu raghead @Darknight420 @hajihuntingpat	0	1
4760	@SalaciousSully I am always amazed at your resilience to keep on going into the night shift. Is it really better than the T.O. ghetto?	1	2
24314	fat dykes make me want to vomit	0	1
5781	@bitchdicknigga you're a fucking nigger	0	1
10638	I got dirty birds hey shoot like Larry bird hey	2	1
7760	"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans &amp; trailer park trash white girls."	0	1
2202	*rubs hands like bird man	2	1
9806	Got to 18 on flappy bird...	2	1
3255	@Fit4LifeMike @chanelisabeth hoe don't make me put up screenshots of your texts to me hoe	0	1
4347	@NYDNSports @Yankees ugh , @Espo4710 put one 420 dead center off him @StFrancisNews	2	1
13107	Maybe reluctantly, but they've done it. What does this mean for a discrimination law in the state? Culturally for queer people in the state?	1	0
7934	And I wanna say something SOOOOOO bad to these two cunts on Twitter eh..	0	1
16414	RT @KingLekan90210: I forgive all u hoes/girls	1	2
20401	RT @salmeron_bryan: You're not the father ! What every Mexican/nigger loves to hear.	0	2
15478	RT @ErikCochrane: @tonydecola &#128514;&#128514; my nig	0	1
10498	I don't know what you been told but I love them project hoes	2	1
8080	Awk... U don't like your own nephew / cousins bc our race.. LMAO broke ugly bitches fuck them we don't need them	0	1
4512	@Pacman_Dre_SB I said something to you gorilla, stop listening to monkey music	1	2
16341	RT @KeepDatShit100: NASHVILLE* RT @DragonBallDeez: *Atlanta RT @PacDaGoat: Houston has so many trash drivers	1	2
19952	"RT @lightskin_chink: This vine still funny as shit to me &#128557;&#128557;&#128514;""How many niggers are in my store""? https://t.co/t7rUJTKEi1"	0	1
24722	money hoes and clothes	2	1
20791	RT @wrongwaybennett: Only Southerners know the difference between redneck and white trash.	1	2
22576	This nigga jerry room smell like bad pussy!&#128530;	0	1
19987	"RT @liltbrodie: ""Damn..... I ain't got no bitches"" http://t.co/BYtu7zJ0TX"	1	2
15836	RT @Hermit_Thrush: I suck a giant dick, i suck a skinny dick &#9835; i suck a faggot dick, i suck a nigger dick &#9835; i suck the dicks that remind me&#8230;	1	0
11045	I missing something of my ofay friends. Day all scared by da recent happenings. Don't chu worry...ol Lamar say you like da colored folk	0	1
12128	International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli... http://t.co/KhSV319gh9	2	1
8070	Attention one and all. @JordanWright23 just motoroboated my knees. Someone get this jiggaboo some water. She #thirsty.	1	2
21353	Smh u niggers &amp; ur music knowledge	0	1
12107	"In the past week, both Paula Dean AND my uncle lost their jobs for saying ""nigger"". Bullllllshiiiiitttt"	1	2
21696	Surrender of Divinity - Conquerors of the Apocalypse: http://t.co/9Qv5RsY1p3 via @youtube &gt;Oriental Black Metal Hell!!	2	1
19655	RT @ian0012: dawn of the planet of the apes of the four calling birds of the three french hens of the two turtle doves of the partridge in &#8230;	2	1
166	"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT"	2	1
18246	RT @TriggaTrav187: @Im_Yung_Jay working on diz music, be in studio soon nicca	1	2
14155	Phillip Rivers look like he almost wants to call dude a nigger for that bad play	0	1
7853	All these faggot fell asleep on me	1	0
5943	@cryancarfield haven't you ever heard the story of the birds and the bees	2	1
7968	And now Jihadis bragging about a massive bombing in Sadr city in Baghdad. #Iraq #onslaught	2	1
23281	White trash have taken over every charity organization in the US.	0	2
16921	RT @MrzSixTrue: Ill break a Bitch down, like the pussy she is.	0	1
13004	ME TOO!!! RT @FreeBandVersace @Miller_Hi_Life i'm finna look for tht hoe...but shiiiid...i know sumptin bout a (cont) http://tl.gd/b245js	1	2
14481	RT @AlfanoLisa: @Chris_1791 @MariaChappelleN Gee isn't cracker a racist term? So tired of these race baiters.	0	2
21774	"Tell your bae ""ho tre testicoli"" it means ""I love your eyes"" in Italian"	1	2
23282	White trash okies don't count as real white people. To count as a white person you have to count a person. Okies aren't people.	0	2
4708	@Roscoedash lmao, soft ass nigga trying to act all tough, you a little bitch. Sit down and watch from the sidelines pussy.	0	1
15383	RT @DonnieWahlberg: On set of #BlueBloods. Hoping there are no birds perched above me... http://t.co/oDhq52QiLe	2	1
7912	Am I the only person that feels disrespected by the bird poop suddenly dropping on your front window:(ewww#annoying	2	1
9137	Dumb bitch https://t.co/We46wO15nI	0	1
14022	Only retards retweet fuckry	0	1
15256	RT @DaTbOySmOkEyy: Shawty said you not gone understand america unless you went to a PWI school, crackers already brainwashed her smh lol	0	2
7594	@zT_Supreme @uncr4fted @yoPapi_chulo it doesnt matter if it was a joke, the fact still remains that hes a faggot for pretending to be a girl	1	0
843	#bad #ass #local #bitches	1	2
22074	The rich kids of beverly hills is trash and not even entertaining trash. And why do they all look mid thirties?	0	2
2791	@CHARLESBARRKLEY you need your ass whipped with a whip Mr house nigger, remember u will always b a nigger to them!	1	0
19686	RT @inmysexdreams: I love black shoes cause I can match them with anything but I also need some colored shoes	2	1
1000	&#128514;&#128514; mike calls me t-bird @mikemastroccco	2	1
11841	If i wasn't a Yankee fan i probably would be a SF Giants fan LOL	2	1
11338	I was in love with Charlie &#128553;	2	1
13995	Only Americans would hire white trash with ties to international terrorism as police officers.	0	2
9252	Everybody that's still on Facebook ghetto or pregnant idc.	1	2
842	"#anywere &#8220;@TheCooleyShow: LA = palm trees and great weather 
Any were else = horrible weather and no bitches&#8221;"	1	2
24309	faggot http://t.co/tkPokv3ncd	0	1
5739	"@bad_boy_six @ksteven37 
Here ya go wetback, eat this.. http://t.co/kf6PgZvH5G"	0	2
11442	I'd rather follow some girls on Instagram rather than have their bird brain tweets on my tl	2	1
9660	"Get out granny long-johns rednecks..for your cold bones from very cold ""Polar Vortex, The Sequel""! DoG http://t.co/ZXuxFXPzI7"	1	2
5673	@amck73 And because it sounds like there is NO prenup, he's gonna cash in, not her. He apparently has ghetto credit. 'magine that?!	1	2
1595	&#8220;@TheFunnyVine: Red Neck Ice Bucket Challenge &#128514; https://t.co/cAgp3nIofd&#8221; he must be from the SIP. #redneck	2	1
4798	@ScottDeYager .......now. If you photshopped #Pinhead like #JohnGalt with PISTONS instead of #faggot NEEDLES&gt; I might be impressed&gt; #gay	1	2
4167	@MattHomeTeam - you know what you did you faggot. There are literally thousands of people that have you on their radar homo	0	1
4621	@RatchetSue the only thing better than a bargain is a Yankee bargain.	2	1
9387	Flappy bird stresses me out	2	1
7403	@treyspears3 dude your fucking gay you made a twitter just to mock me fucking lowlife	1	0
23730	You are a jiggaboo...!	0	2
12845	"Lmaoooo!!!!!!!!!!!! ""@King_Komo: A bird in the hand is worth two in the bush. http://t.co/50Ye6jAADU"""	2	1
8021	Apple need to add some colored emoji	2	1
8825	DIVERSITY: Chcgo Blck Pstr Flooded w/ Dth Threats Ovr Endorsement Of GOP Candidate: &#8220;U Sellout Uncle Tom Ass N*gger&#8221; http://t.co/vcBWzkyeDv	0	1
784	#Shoutout to my #MackTown niccas!	1	2
14116	Penn State tryna slant and screen all the way down the field lol	2	1
6180	"@gellebeaux_ whatever hoe bitch #1 them ""fags"" beat yall sad asses too"	0	1
18310	"RT @Tyler_Weddle_23: &#8220;@Sexualgif: ""I hate that hoe already"" &#128514;&#128128; http://t.co/JzBcCsn75h&#8221; &#128514;&#128514;&#128514; this shit cracks me up!"	0	1
3014	@DaJetlyfe my nicca	1	2
14991	"RT @ChadJordan23: ""Chad you got all the hoes""

""Why are you texting me instead of your hoes"" http://t.co/jCSQHeZoRl"	1	2
14549	RT @Antonio10_C: Yo mother(dedication hoe) - rich homie Tono feat. Childish Miguelito &amp; young patty.....coming soon #sorry4thewait	1	2
3570	@Iemonaids done that spell check we know you meant fat liberal Dyke feminist Nazi bitches	0	1
558	"""Shall I compare thee to a summer&#8217;s day? No, a summer&#8217;s day is not a bitch."""	1	2
3492	@Hovaa_ ya I know all the slang I'm racist I h8 porch monkies	0	1
20836	RT @xtruthseekerx_: @NotoriousBeep blaxican	1	2
11485	I'm a VIPPERloid bitch:P http://t.co/tl2nfXoRSu	1	2
14356	RT @2Blunts1Jorge: &#8220;@GinaSanabria_: I'm ugly so don't worry about me having hoes.&#8221;	1	2
3590	@ImTooMuch bread in general aint too good for ya...but honky bread the worst...&#128514;&#128514;	2	1
13343	"My doctors office is retarded, ""we noticed you put in a prescription order, so we canceled it. Give us a call if you need a refill, thanks!"""	2	1
1429	"&#8220;@MadisonMum_: I was told never fold &amp; never sell my sole""They Should Have Told Yu Stay In School ! *Soul&#8221; autocorrect hoed me"	1	2
14514	RT @Amoreshonta: &#8220;@WestDontCare: Big bird has spoken &#128514; http://t.co/TxCcy3XIEc&#8221;&#128514;&#128514;&#128514;&#128514;&#128553; I was weak then I &#128128;!	2	1
19624	RT @iSellGreenCards: You a faggot if you use Uber because real niggas drive drunk	1	0
9400	Follow a nicca on IG: im_hollywood_jay	1	2
1527	&#8220;@RudeNation21: When girls take my snap backs and beanies lol&#128169; that's 35 dollars a hat and 40 for the AX beanieS &#128530;&#8221;I don't let them take it	2	1
21386	So I've been pretty paranoid about the cooling weather bringing about an abundance of birds in Austin, NYC and Philadelphia.	2	1
4526	@Pecan_B19 @ObeyMy_Realness dryer then them bad ass eyes of your fag	0	1
6300	@iH8TvvitterHoes @breezyfrmdablok tell me how that sounds stupid? You were pretending to be a female and talking to a guy. You a faggot	1	0
24501	i reblogged them to mock her god bless	2	1
9949	Hate this dyke	0	1
6552	@kaylynkitz yep I'm an asshole..oh well he shouldn't be such a little bitch..I'm sure he hears worse on a daily basis	1	2
20201	RT @noblockheads: CEO tells Daily Show &#8216;mentally retarded&#8217; could work for $2: &#8216;You&#8217;re worth what you&#8217;re worth&#8217; http://t.co/IdivWBjqPA	1	2
16860	RT @MissZindzi: But yall make the MUTUAL DECISION to have sex on the first date, but she's trash? What kind of math??	2	1
10570	I feel so alone. I miss my #wife so much. I hate the white trash who raped and killed her and our daughters.	1	2
13981	One of the great treasures of living in San Diego is ready access to Mexican Twinkies made with real sugar and Mexican Coca Cola.	2	1
6338	@ilovetmills faggot	1	0
15517	"RT @Fact: A female ""cock block"" is called a ""clam jam."""	1	2
13428	My nig jus said ain't nuttin worse den a fat loud hoe.tru fuckin story	0	1
13755	None of us went to these PRESTIGIOUS establishments so we're clearly not as superior as these fucking retards...	0	1
13906	Ok. Did this bitch just say wut I think she.said? I believe u just described urself dumbass	0	1
9721	God damn zebras every Virginia possession the whistle blows geeze.	2	1
2825	@CallNeeshCakey we in this bitch finna get crunk eyebrows on double PAPP &#128165;&#128165;	2	1
12810	Lmao redskins turnin up	2	1
12955	Look at this coon ass nigga here..... Standing on a damn toilet, looking around for his manhood...&#8230; http://t.co/3WyPsnRLu3	0	1
2653	@Big_Jim777 happy birthday you dirty little bird &#128520; tear it up &#127867;&#127881;&#127880;	2	1
23967	You're stuck on ghetto middle school days. Step our g... &#8212; wtf how ah I stuck in the middle school games jusy bc... http://t.co/hJnV01NTGB	2	1
2106	' If this ugly ass niggah can be with her , I can too . Tf she with Chuu Baka for anyways this niggah look like a... http://t.co/lVNDRDPpQT	0	1
23853	You like them bitch niggas.	0	1
11012	I love watching birds migrate. Wish I understood why it's such a peaceful sight.	2	1
5322	@WyattNuckels @grizzboadams glad you could get your daily dose of giggles faggot	1	0
23292	Who takes mid from the best midlaner NA??? Fuckin solo Q fags.	0	1
8638	Chaber Books: BRAGADAYJAH 315 http://t.co/qTr6lzCsdj: Further restrictions on eating certain insects and birds	2	1
11448	I'll be a Yankee fan forever	2	1
2658	@BillPeriman Or as I like to put it 'looking through race colored glasses' @Kel_Antoinette8	2	1
24956	some kid in an angry birds costume bumped into me and I fell over making something else fall over into something else which wobbled and..	2	1
2483	@AmericanWhiteHM Those niggers disgust me. They should have dealt with 100 years ago, we wouldn't be having these problems now.	0	1
198	"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate"	2	1
7353	@thejokerxo nah, they let French Montana spit trash at will	2	1
2535	@ArtbyLecardin @Amy0813Amy @Deeiiggee until the world sees 2 faggot jungle bunnies are fucking and one got pregnant	1	0
253	"""@Taylorr_Babee: You ain't ever gonna be a slice bitch."" Kevin hart. (:"	1	2
5712	@atownbrown08 @CarmineZozzora LOL that hasn't worked well for black folks in the past. They better bring a few crackers with um.	1	2
13003	Lynch mob thugs threaten Zimmerman jury; &#8216;N*ggas coming for that bitch ass&#160;jury&#8217; http://t.co/XY6v2YtyAS The hatred won't stop flowing,,#War	0	1
921	#porn,#android,#iphone,#ipad,#sex,#xxx, | #Teen | Cutie lesbian teens toy slits http://t.co/ZS05enjjwm	2	1
9859	"HAHAHAHAHAHA RT ""@itslostdory: 1st i stop swimmin den i fuq ur bitch"""	1	2
7242	@skyereyes_ you a Oreo cookie now.	2	1
14779	RT @BobGNARLEE: Back when I was a young buffalo soldier ha s/o to the bro @_whereisperry #tbt We still in this bitch&#8230; http://t.co/FR1aaIV42x	1	2
1996	&#8220;@yahhtriick: How do people even get crushes on me. Im like a total bitch.&#8221; &#128129;	1	2
22019	The fucking Royals bitch! Work!	0	1
12130	Ion care fuck that hoe &#9996;&#65039;	0	1
1620	&#8220;@TweetMeTFOut: You goofy RT @ViriDoesItt: Only goofy niggas simp over chicks with community pussy..&#8221; Who are you?	1	2
3452	"@Helgasfishtales omg! I don't even know where kimlau sq is...I would been like,""look a bird!"" then ran for the hills! Lol"	2	1
18781	RT @__E_T___: Brown colored eyes are really blue, under a layer of melanin.	2	1
7019	"@phalaenadispar 
How day feel bout colored folk?"	2	1
15649	RT @FunnyPicsDepot: White trash warfare pt 3 https://t.co/zboIyjnfl9 &#128514;&#128514;&#128514;	0	2
4296	@MrFayoh Im a proud wacko bird, how bout you?	2	1
8239	Big Red and fat squaw ...lol my hubby is so funny!! #insidejoke	2	1
16205	"RT @JoeBudden: So the woman I deal with is trying her best to make ""entertaining"" a bad word... ""U be entertaining these bitches"" lol"	1	2
19405	"RT @excusemydank: ""Fuck all the skinny bitches"" @NICKIMINAJ #NeverForget &#128557;&#128128; http://t.co/Ndhqmn3LvU"	1	2
18464	RT @WhiteboiColeman: Stepping away from the twitter beef. I'm going to bed cause I gotta be up at 5. Gotta go be a redneck asshole at my us&#8230;	1	2
3658	@JRealmo I don't think they believe in their communities ability to function w/out whitey. They choose to be hustled by big gov't...	2	1
6861	@michaeldbirch What else do you expect from that nigger lover?	0	1
10682	I grew up with niggahs don't trust no niggah no love for niggahs	1	0
8566	Can't be many things worse than having COPS interrupted because a friggin Yankee game is still going on.	2	1
2223	...you're white, aren't you? *rolls eyes* RT @DidntDoNuffin: @DreaaaLove RIP to my NIGGA Trayvon, a worthless spear chucker	0	1
4912	@SteveWorks4You ..its all about you and white conservative teabaggers. You all make the world go round. Please be our rulers.....stockboy	2	1
20999	Roy Hibbert so trash. It's unbelievable.	1	2
317	"""@ashlingwilde: @ItsNotAdam is bored supposed to be cute, you faggot?"" Sometimes"	0	1
16377	RT @Kidd_BravO615: Nigga wanna bitch about a party y'all know my address knock at my door	0	1
523	"""Julia Roberts, you're a ho"" @LaurenGardner8 #NottingHill"	1	2
5308	@WolfgangAbedeus @NickFilancia80 @clair3ismon3y You can tease this dick faggot	1	0
2489	@AnUglyNigga this is retarded	0	1
7406	@triple6em96 @Hunglikerobby_ bitch you watch your fucking mouth you dirty whore. I swear to god that's a thin line	0	1
7501	@wienerherzog Perfect stock photography for an article about not letting a leprechaun-looking handyman get into your liquor cabinet	2	1
19130	RT @capflowwatch: Apple CEO says &#8216;Being gay is a gift from God&#8217; as part of campaign to sell iPhone to queers.. http://t.co/lZE2E0wUyV	1	0
16516	RT @Latrobemark: @wheeler_kashhh your a early bird	2	1
10395	I can't fuck any ol bitch niggas be desert dicks out here&#128557;	0	1
22494	This cowboys an redskins game was a hell of a game	2	1
8896	Dat nicca paper Fuwop n da booth	1	2
9428	Four ho&#251;rs to back up this iPhone haha... Jokes &#128530;	2	1
5258	@VoiceofaPatriot Now now&#8230;that bird is one of God's creatures :-)	2	1
21648	Stuck up serious bitches are possibly the worst type of girls. Ever.	0	1
4713	"@RottenStench 
Tanks a lot dare mr. Pubes. I love my Uncle Tom :)"	1	2
2555	@AustinG1135 your the one keeping me up faggot!	1	0
14117	Pennsylvania is white trash and is so are all Pennsylvanians.	0	2
2767	@Buckm00se I don't like the sand nigger but it's entertaining like 6 knockdowns	0	1
1128	&#8220;@Analyyxo: Say Something is the one Drake song I have to listen to when I'm in my feelings&#8221;fag	1	2
6504	"@justinhall3434 
God bless you whitey. I be sleepin in tomorrow"	2	1
17618	RT @SeanPrice: This nigger tattoo show is horrible	0	1
10853	I just can't imagine myself being albino haha	1	2
19657	RT @iceyy505: I HATE hoe ass people.	0	1
6456	"@joh2guy I LOVE RACISM! ""Blame whitey"" for EVERYTHING!
Now that you mention it! I bet the white man put the Desert tortoise on #BundyRanch"	0	2
12376	Jihadis claim to have shot an #Iraq army Mi-35 attack helicopter in Beji &amp; identify its pilot by name, rank	2	1
5883	@charlierose @jdickerson racist @NorahODonnell Texas trash GWBush came to WH numb remember he and Republicans stole the election	2	1
24951	so. mad... We live in a world where whitey can go to jail for a word other folks wear right on their hats &amp; tshirts. If I wore that shirt...	2	1
15921	"RT @IAmNiaRich: Nigga screamed like a Lil bitch lol 

https://t.co/b1qBnDPxdv"	0	1
14679	RT @BeardedBearsMan: @007BearDownJedi The AFL now has an American draft system #BearBrother! Couple of Yanks are on the playing lists at so&#8230;	2	1
1390	&#8220;@King_SM If Howard elbow bosh, will bosh fight back?&#8221; don't have to got mcbob bird and UD	2	1
22349	They say our state bird is rare...I literally see one at least once a day	2	1
9066	"Don't talk to her like that. RT @PaulConroy: @lezarub @tragedy6358 I did a search for ""lying evil cunt"" and guess what? You came top x"	1	2
20882	RT @zachpiecowiak: @Eddie_Sativa87 you're a fucking queer	0	1
11121	I really just want to kill some towel head terrorists already &#128530; can high school be over now please?	0	1
8642	Chances make champions nicca ain't nothing stopping you!	1	2
1071	&#128557;&#128557;&#128557;&#128530; RT @KingHov1313: At work imma real Uncle Tom!&#128584;	2	1
14898	"RT @CBurrAndJamal: Mom: ""What happened to ___ *insert old friend name*? You used to be close."" Me: ""Fuck that bitch."""	1	2
20979	Rihanna's Favorite Thing About White House Visits: 'My President Being Black' http://t.co/86zVJUzJLr #Solidarity Poking whitey-not wise..	1	2
11038	I miss Twinkies and Susie Qs. Tragic loss to society. What is next? Pixie Turtles?	2	1
9302	Fake niccas ain't far dog they right in ya face!	1	2
20981	Rise up, gonna get higher and higher! Its all hips and nips, otherwise I ain't eating!	1	2
2342	@05proFESSOR I bet he's a Starbucks queer	0	1
4402	@NikkiGentry843 just wait....karma is a #bitch	1	2
19936	"RT @leechee420: I went to GNC today and the cashier had ""bitch, we don't sell chocolate cake here"" written all over her face when she looke&#8230;"	1	2
1980	&#8220;@urHIGHnesss_: &#8220;@SMCo71: @urHIGHnesss_ &#128514; nah lemme chill i love the bitches&#8221;&#128557;&#128557; like trick love the kids&#8221; &amp; you know this &#128514;	1	2
7405	@triple6em96 @Hunglikerobby_ @bbluedreamm I don't look like white trash. I'm not pregnant and 17 gtfo. I have hella gas so say something.	1	2
1366	&#8220;@Jaydillz: The day you unblock me you will become a man again. But that won't happen so you just a bitch.&#8221; @iDisrespectHoez lol	1	2
19461	RT @gatorhoops: Ill-advised slant call there.	2	1
13857	Of course my #faith for #baseball is off this year. BECAUSE OF #BARRYBONDS you goddamn retards!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! #morons	0	1
15553	"RT @FilmFatale_NYC: Wow, he basically just told his daughter ""I want some mocha colored grandbabies!"" #HTGAWM"	2	1
840	#YouWillNotBeTakenSeriouslyIf you're proud to be white trash #KedollarSignHa	1	2
14118	People are fucking retarded lol	0	1
24016	Zimmerman we comin for yo life bitch. http://t.co/KHdZ1vdnSK	0	1
826	#Yankees 6-0. Nine straight hits. Price... Not your night.	2	1
3478	@HopOnTheBeast i found her right here, good job unfollowing me btw faggot http://t.co/kD3iSeIoLd	1	0
24907	segment finally did it. NEVER again watching #teabagger propaganda in the morning on #msnbc again. @bpshow on #currenttv for me #morningjoe	2	1
11079	I never had any friends the entire time I lived in #Virginia. No one was cool to me. I hope those white trash Southerners all die.	0	2
2936	@ClicquotSuave the new nip dropped today rii?	2	1
16842	"RT @MikeyBlackheart: ""I never talk to anybody!""

*has dinner with family*

""I hate everyone!""

*defends 45 people when I call them cunts*"	1	2
19755	RT @jasminee_gamboa: hoes will be hoes .	0	1
5149	@TielerMLG @psvch @HalfAssed_ coming to the rescue of some retard licking dirty skidmarks on the internet... you guys are fucktards	0	1
5106	@TheRealJohn_Doe dude fucking mono sucks and my bed is trash	1	2
3486	@Hovaa_ #niggerfood #niggerperson #you #are #a #nigger	0	2
580	"""This recipe calls for a leftover brownie. What the hell is a LEFTOVER brownie? That's just a brownie you haven't eaten yet.""-@EricaNadine26"	2	1
3214	@ErinTaylor14 @BRios82 you both sure do You want to give a free pass to every border jumper in this country you two are what's wrong here	0	2
9512	Fuck her pussy fuck her mouth fuck her ass cause she nasty	0	1
5979	@darthdanaa Yes you do retard.	0	1
13176	Mint Oreos &gt;&gt;&gt;	2	1
11904	"If you LIKE #chocolate or #sodapop and you tweet bad about #HappyColumbusDay..............YOU ARE A FUCKIN"" #retard #HYPOCRITE&gt;"	1	2
17943	"RT @TacoRell This show should be called ""side bitches"" I ain't seen love YET"	1	2
19579	RT @iDntWearCondoms: If u acted like a hoe after we broke up I'm not wrong for thinking u were a hoe all along	2	1
14940	RT @Cancerous_Kevin: @TimRossComedy @Michael_Craig12 I feel like Tim Ross is a nigger	0	1
18251	RT @TrillSteez_: &#8220;@sincerelylivy_: i can't fw no friendly bitch..&#8221;	1	2
711	#Dutch people who live outside of #NewYorkCity are all white trash.	0	2
4573	@Prophzilla I don't hate that he blew up from 3005 like a hipster but I hate the faggots who say they love his music based off his worst +	0	1
7416	@truuueee_ that bitch done.. have it to u on Sunday my nigga	0	1
22804	U coons can't wait to wear them Oreo J's	0	2
1240	&#8220;@DammitSlimm: ppl who think webbie betta then boosie jus retarded&#8221;	1	2
2510	"@AnthonyCumia 
You be totally correct Anthony. Can&#8217;t be livin round dem colored folk. Day be bringin down da hood and dem propery value"	0	1
12365	Jihadi John has struck again. Prayers with the victims' families. What is the #bounty on His head? Time 4 him 2 meet allah	2	1
19867	"RT @kialloyd22: ""Okay I'm Kia and my middle name's faggot."" -Dylan"	1	2
3947	@KingLiibax r u a faggot?	1	0
16595	RT @LilTunechi: Pik taken by Biebz! Shout out my nig Jereme Rogers http://t.co/B1yhx9zuSV	1	2
11537	I'm coming for that no 1 spot nigguh @Nichollsodeon	1	2
13583	New test makes your poop neon colored if you have colon cancer &#8594; http://t.co/GiGzo0ntpD	2	1
2641	@BettinaVLA @9975Ts @SenWarren She's just another straight-up conscienceless liar. Soulless criminal trash.	2	1
7460	@vernon1488 town . At a movie with friends. I stabbed a nig 3 times and got sent to prison. Justice?	0	1
20959	Remember that fear is there to guide you, not cripple you.	2	1
24814	okay but how many people really care if you can see a girls nips through her shirt	1	2
12258	It's levels to my bitch you can't fuck her nigga cause she like red bottom you can't afford her nigga she got Benz you riding honda accord	0	1
18945	RT @alexishope_2014: You got niggas &amp; I got bitches but I want you... &#128149;&#127926;	0	1
22847	Ugly fucking nigger baby. Thought it was a gorilla at first.14/88 http://t.co/Bq3G01rxKN	0	1
11975	If you want it come and buy it ain't no mufuckin fronting nowadays niccas playing games about a few hunned! -- @FenkellPayroll #Loud	1	2
1447	&#8220;@MikeDiggEm: @_KudaBrazyy who the old bitch??!!&#8221; *hoe	1	2
11805	If I'm legit trying, the WORST thing you can do is try and play games with me. You'll get the bird sooo fast.	2	1
24251	directions: let bird chill in sink for 30 minutesme: ok http://t.co/TxU9NMwQha	2	1
11560	I'm getting sleepy and my phone is acting retarded...	2	1
8588	Can't stand that faggot.	0	1
4559	@PraviKingDino you like men faggot.	1	0
7360	"@themightylayman ""We just gotta have a red headed Afrotino-Asian albino autistic Branch Davidian hermaphrodite on the Avengers!"""	1	2
18771	RT @_WORDtotheWISE: I love when the birds are chirping in the morning #patsgonnasubtweet	2	1
20363	RT @rightwingertoo: Uh oh: California solar plant fries thousands of birds in mid-flight - Hot Air http://t.co/8ZQnLR5fH5	2	1
10342	I been in this hospital since 6 I'm just tryna stay awake for 2more hrs then I can sip this D'usse and party with the rest of the coons	1	2
24029	ahah fucking queer @KingJames kill urself	0	1
2276	2 hoes 1 dyke	0	1
17094	RT @Now_Thats_Fresh: Any song with Tyga in it is trash	1	2
7677	A random am scroll lands me here...RT @HarryRelloFonte Charlie horses durin sex just simply means you didn't drink enough water that day	2	1
24479	i hate hoes.	0	1
4734	@SAMMI_boyden well he's a cunt and he can suck my ass	0	1
2212	"-Can I help you?
-Maybe. You gotta card for &#8220;Sorry that tranny died in your motel room; now your wife knows. Here&#8217;s an Applebees gift card&#8221;?"	2	1
7753	Ain't this a bitch---&gt; Clock mistake in Alabama-Arkansas - via @ESPN Champ Drive http://t.co/Go1XTsuv6O	1	2
562	"""She's from Florida so you've got to do the sniff test in those swamp pussies"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"	1	2
20394	"RT @sTyLeZkEy354: Always bro niggas get crazy in any weather RT @WE_ALL_KNOW_JO: ""@sTyLeZkEy354: This weather is trash"" OD,But we gon get c&#8230;"	1	2
13109	Mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters . #fightPacquiao @FloydMayweather	0	1
20771	"RT @wisdom_spewed: No, you stupid redneck, ""Animal Husbandry"" does NOT mean you can get hitched to your blue tick hound, Misty."	0	1
25264	you a pussy ass nigga and I know it nigga.	0	1
5743	"@badshah200 Ur pal @STLAbuBadu threat2 ""apostate kufar""&gt;""I cld cut ur neck w/sword of islam &amp;watch u squeal like a bitch like Daniel Pearl"""	0	1
20322	RT @radiomaru: nerds are cool because they get really judge-y about other nerds being passionate about things they aren't passionate abo ...	2	1
22528	This hot chocolate and Famous Amos too bomb right now	2	1
4781	"@SarahR_82 
Y'all gots to take da colored vacation. Kentucky fried chicken but only da white meat"	2	1
11074	I need to chat with @SpaceJam_Teeg . Where dat nicca at? Lol	0	2
16258	RT @JustCurrieOn: @west2quick @Christooshifty lol aye watch to mouth, you like when I mention you faggot	1	0
18817	"RT @__chuuu_: I want this ""bad bitch"" epidemic to be over so fast bruh...fees can't write a sentence with proper subject-verb agreement now&#8230;"	1	2
4611	@RabehChararah1 lmaoo what a fag	0	1
789	#SlightlyAdjusted RT @CapoToHeaven Alls niggers wanna do is fuck, tweet, and drink pineapple soda all day	0	1
1450	&#8220;@MoffettMM: Just got done with my last final and I'm walkin around campus like I own this place&#8221; queer.	0	1
8024	Are pet guinea pig is about to die this fucking blows :/	1	2
